包含以下主要诊断：
A02.200x005+M90.2* 沙门菌性骨髓炎
Q74.200x005 先天性耻骨分离
Q74.200x006 先天性腓骨结构不良
Q74.201 先天性骶髂关节融合
Q74.202 先天性胫腓骨纤维结构不良
Q74.203 先天性下肢骨假关节
Q74.204 先天性巨趾
Q74.300 先天性多发性关节弯曲
Q74.300x001 居林-施特恩综合征[Guerin-Stern~~综合征]
Q74.800x001 先天性短指畸形
Q74.800x201 先天性单侧下肢肥大症
Q74.800x202 先天性单侧上肢肥大症
Q74.800x203 偏侧肢体肥大
Q74.800x301 先天性四肢生长缓慢
Q74.800x401 先天性四肢生长不对称
Q74.800x402 先天性上肢生长不对称
Q74.800x403 先天性下肢生长不对称
Q74.800x501 拉森综合征[Larsen 综合征]
Q74.801 先天性偏侧肢体肥大
Q74.900 四肢先天性畸形
Q75.000 颅缝早闭
Q75.002 先天性三角头
Q75.100 颅面骨发育不全
Q75.101 克鲁宗病
Q75.200 器官距离过远
Q75.300 大头畸形
Q75.400x001 颌面骨发育不全及耳聋综合征~~[TreacherCollins 综合征]
Q75.800x101 颅面裂
Q75.802 扁平颅底
Q75.803 颅底凹陷症
Q75.806 先天性前额畸形
Q75.807 先天性茎突过长
Q75.808 鸟嘴综合征
Q75.809 先天性枕骨大孔区畸形
Q75.900 颅和面骨先天性畸形
Q75.900x001 先天性头颅凹陷
Q75.900x002 先天性头颅畸形
Q76.000x002 先天性颈椎峡部裂
Q76.000x003 先天性腰椎峡部裂
Q76.000x004 先天性腰椎隐裂
Q76.000x005 先天性腰骶椎隐裂
Q76.001 隐性骶裂
Q76.100 先天性短颈综合征
Q76.100x004 先天性环枕融合
Q76.200 先天性脊椎前移症
Q76.200x103 先天性腰椎体滑脱
Q76.201 先天性脊柱脱位
Q76.202 先天性脊椎滑脱
Q76.203 先天性腰骶脊椎前移症
Q76.300 骨先天性畸形引起的先天性脊柱侧弯
Q76.300x011 先天性脊柱侧弯半椎体畸形
Q76.400x101 先天性半椎体畸形
Q76.400x102 先天性椎骨缺如
Q76.400x201 先天性第一骶椎腰化
Q76.400x203 先天性骶椎腰化
Q76.400x301 先天性寰枢椎脱位
Q76.400x302 先天性颈椎脱位
Q76.400x303 颈椎横突过长
Q76.400x304 环椎椎弓发育不全
Q76.400x305 先天性环椎后弓肥大
Q76.400x306 先天性齿状突发育不良
Q76.400x307 先天性移行椎
Q76.400x308 先天性胸椎腰化
Q76.400x310 先天性椎管狭窄
Q76.400x313 先天性骶椎畸形
Q76.400x324 腰椎椎体后缘续连症
Q76.400x903 先天性脊柱畸形
Q76.400x905 先天性直背综合征
Q76.400x906 先天性脊柱前凸
Q76.401 先天性寰枕畸形
Q76.402 先天性寰枢椎畸形
Q76.403 先天性颈椎畸形
Q76.404 先天性颈椎体融合
Q76.405 先天性齿突发育不良
Q76.406 先天性齿状突移位
Q76.407 先天性颈椎横突过长
Q76.408 先天性脊柱融合
Q76.409 先天性脊柱扁椎骨
Q76.412 先天性脊柱后凸畸形
Q76.413 先天性脊椎缺失
Q76.414 先天性胸椎畸形
Q76.415 先天性椎板闭合不全
Q76.416 先天性胸椎脱位
Q76.417 先天性腰椎畸形
Q76.418 先天性第五腰椎骶化
Q76.419 先天性尾骨畸形
Q76.420 骶椎腰化
Q76.500 颈肋
Q76.600x101 先天性肋骨缺如
Q76.600x301 副肋
Q76.600x901 先天性肋骨外翻
Q76.600x902 先天性叉状肋
Q76.600x903 先天性肋骨畸形
Q76.600x904 肋骨纤维性结构不良
Q76.601 先天性分叉肋
Q76.602 先天性肋骨融合
Q76.700 胸骨先天性畸形
Q76.700x101 先天性胸骨缺如
Q76.700x201 先天性胸骨裂
Q76.700x902 剑突过长综合征
Q76.800 胸廓的其他先天性畸形
Q76.900 胸廓先天性畸形
Q77.000 软骨成长不全
Q77.100 致死性身材矮小症
Q77.200 短肋综合征
Q77.201 窒息性胸廓发育不良
Q77.300 点状软骨发育不良
Q77.301 先天性多发性骨骺发育不良
Q77.400 软骨发育不全
Q77.500 弯曲变形性发育不良(骨骼)
Q77.600 软骨外胚层发育不良
Q77.700 脊椎骨骺发育不良
Q77.701 进行性假性类风湿发育不良症
Q77.800 骨软骨发育不良伴有管状骨和脊柱发育~~缺陷，其他的
Q77.801 Leri-Weill 综合征
Q77.900 骨软骨发育不良伴有管状骨和脊柱发育~~缺陷
Q78.000 成骨不全
Q78.000x003 瓦登伯格综合征[Waardenburg 综合~~征]
Q78.100 多骨纤维性结构不良
Q78.100x001 先天性弥漫性纤维性骨炎
Q78.100x002 多发性骨纤维发育不良伴性早熟综~~合征[Albright 综合征]
Q78.200 骨硬化症
Q78.201 播散性骨硬化病
Q78.300 进行性骨干发育异常
Q78.400 内生软骨瘤病
Q78.400x002 先天性膝关节滑膜骨软骨瘤病
Q78.400x006 先天性多发性骨软骨瘤
Q78.401 奥利埃病
Q78.403 马富奇综合征
Q78.404 先天性髋关节滑膜骨软骨瘤病
Q78.405 先天性膝滑膜骨软骨瘤病
Q78.500 干骺端发育不良
Q78.500x001 派尔综合征[Pyle 综合征]
Q78.600 多发性先天性外生骨疣
Q78.600x002 骨干续连症
Q78.800 骨软骨发育不良，其他特指的
Q78.900 骨软骨发育不良
Q78.900x001 软骨营养障碍
Q78.900x002 先天性软骨增生
Q78.900x003 增生性软骨营养障碍
Q78.900x004 骨骼发育不良
Q78.901 多发性骨骼发育不全
Q79.000 先天性膈疝
Q79.101 先天性膈畸形
Q79.102 先天性膈膨升
Q79.103 先天性膈缺如
Q79.600 埃勒斯-当洛斯综合征
Q79.800x004 先天性跟腱短缩
Q79.800x005 胸大肌缺损并指综合征[Poland 综合~~征]
Q79.800x006 先天性束带畸形
Q79.800x007 纤维肌性发育不良
Q79.801 肯林卡综合征
Q79.803 波伦综合征
Q79.804 先天性肌萎缩
Q79.805 先天性胸大肌缺如
Q79.900 肌肉骨骼系统先天性畸形
Q82.900 皮肤先天性畸形
Q84.100 先天性毛发形态障碍，不可归类在他处者
Q84.101 先天性念珠状发
Q84.900 体被先天性畸形
Q85.900x008 前臂错构瘤
Q85.900x014 足错构瘤
Q85.900x023 横纹肌间质错构瘤
Q85.900x027 平滑肌错构瘤
Q85.900x030 下肢错构瘤
Q85.900x034 背部错构瘤
Q85.900x039 膝部错构瘤
Q85.900x040 肢体错构瘤
Q85.900x051 骨错构瘤
Q85.900x057 软骨间叶性错构瘤
Q86.800 已知的外源性原因引起的其他先天性畸~~形综合征
Q87.000x201 阿佩尔综合征[Apert 综合征]
Q87.000x501 哈勒曼 - 斯特雷夫综合征~~[Hallerman-Streiff 综合征]
Q87.000x904 腭心面综合征[Velo-Cardio-Facia~~综合征]
Q87.000x905 歌舞伎面谱综合征[Kabuki 综合征]
Q87.000x906 默比乌斯综合征[Moebius 综合征]
Q87.000x907 短指-球状晶体异位综合征[马尔凯~~萨尼综合征]
Q87.000x909 口-面-指综合征
Q87.001 戈尔登哈尔综合征
Q87.002 马尔凯萨尼(-魏尔)综合征
Q87.003 皮-罗综合征
Q87.100x601 塞克尔综合征[Seckel 综合征]
Q87.100x701 史密斯 - 莱尔米 - 奥 皮 茨 综 合 征~~[Smith-Lemli-Opitz 综合征]
Q87.100x901 奥斯科格综合征[Aarskog 综合征]
Q87.100x903 罗比诺-西尔弗曼-史密斯综合征~~[Robinow-Silverman-Smith 综合征]
Q87.101 德朗热综合征
Q87.102 杜博维茨综合征
Q87.103 科凯恩综合征
Q87.104 鲁塞尔-西尔弗综合征
Q87.105 努南综合征
Q87.106 普拉德-威利综合征
Q87.200 主要涉及四肢的先天性畸形综合征
Q87.200x601 桡骨发育不全-血小板减少综合征~~[TAR 综合征]
Q87.200x701 VATER 综合征
Q87.202 甲-髌综合征
Q87.204 鲁宾斯坦-塔比综合征
Q87.301 贝克威思-威德曼综合征
Q87.302 索托斯综合征
Q87.500 其他先天性畸形综合征，伴有其他骨改变
Q87.800 其他先天性畸形综合征，不可归类在他处~~者
Q87.800x901 痣样基底细胞癌综合征[Gorlin 综合~~征]
Q87.800x902 Frasier 综合征
Q87.801 奥尔波特综合征
Q87.802 策尔韦格综合征
Q87.803 颈-眼-听神经综合征
Q87.805 类马方综合征
Q89.700 多发性先天性畸形，不可归类在他处者
Q89.800x911 上肢淋巴管发育不全
Q89.800x912 下肢淋巴管发育不全
Q89.900 先天性畸形
R07.300x002 肋软骨痛
R29.400 弹响髋
R93.600 肢体诊断性影像检查的异常所见
R93.700 肌肉骨骼系统其他部位诊断性影像检查~~的异常所见
R94.104 肌电图异常
S12.000 第一颈椎骨折
S12.000x002 寰椎骨折
S12.010 开放性第一颈椎骨折
S12.100 第二颈椎骨折
S12.100x002 枢椎骨折
S12.100x003 枢椎椎弓根骨折[Hangman 骨折]
S12.110 开放性第二颈椎骨折
S12.200x011 颈椎骨折 C3
S12.200x021 颈椎骨折 C4
S12.200x031 颈椎骨折 C5
S12.200x041 颈椎骨折 C6
S12.200x051 颈椎骨折 C7
S12.210 开放性特指颈椎骨折
S12.700 颈椎多处骨折
S12.710 开放性多发性颈椎骨折
S12.900x001 颈椎骨折
S12.900x003 颈椎神经弓骨折
S12.900x004 颈椎棘突骨折
S12.900x005 颈椎横突骨折
S12.900x006 颈椎椎弓骨折
S12.910 开放性颈椎骨折
S13.000 颈椎间盘创伤性破裂
S13.100 颈椎脱位
S13.100x021 颈椎半脱位 C2/C3
S13.100x022 颈椎脱位 C2/C3
S13.100x031 颈椎半脱位 C3/C4
S13.100x032 颈椎脱位 C3/C4
S13.100x041 颈椎半脱位 C4/C5
S13.100x042 颈椎脱位 C4/C5
S13.100x051 颈椎半脱位 C5/C6
S13.100x052 颈椎脱位 C5/C6
S13.100x061 颈椎半脱位 C6/C7
S13.100x062 颈椎脱位 C6/C7
S13.100x071 颈胸椎半脱位 C7/T1
S13.100x072 颈胸椎脱位 C7/T1
S13.100x081 寰枕关节半脱位
S13.100x082 寰枕关节脱位
S13.101 颈椎半脱位
S13.102 寰枢椎半脱位
S13.103 寰枢椎脱位
S13.104 枢椎脱位
S13.200x003 甲状软骨脱位
S13.201 颈部脱位
S13.202 环杓关节脱位
S13.203 环甲软骨关节脱位
S13.300 颈部多发性脱位
S13.400x006 颈椎关节交锁
S16.x00x001 颈部肌肉损伤
S16.x00x002 颈部肌腱损伤
S22.000x003 胸椎压缩性骨折
S22.000x005 胸椎神经弓骨折
S22.000x006 胸椎棘突骨折
S22.000x007 胸椎横突骨折
S22.000x009 胸椎椎弓骨折
S22.000x011 胸椎骨折 T1/T2
S22.000x021 胸椎骨折 T3/T4
S22.000x031 胸椎骨折 T5/T6
S22.000x041 胸椎骨折 T7/T8
S22.000x051 胸椎骨折 T9/T10
S22.000x061 胸椎骨折 T11/T12
S22.010 开放性胸椎骨折
S22.100 胸椎多处骨折
S22.110 开放性多发性胸椎骨折
S22.810 开放性胸廓特指部位骨折
S22.910 开放性胸廓骨折
S23.000 胸椎间盘创伤性破裂
S23.100x011 胸椎脱位 T1/T2
S23.100x012 胸椎脱位 T2/T3
S23.100x021 胸椎脱位 T3/T4
S23.100x022 胸椎脱位 T4/T5
S23.100x031 胸椎脱位 T5/T6
S23.100x032 胸椎脱位 T6/T7
S23.100x041 胸椎脱位 T7/T8
S23.100x042 胸椎脱位 T8/T9
S23.100x051 胸椎脱位 T9/T10
S23.100x052 胸椎脱位 T10/T11
S23.100x061 胸椎脱位 T11/T12
S23.100x071 胸腰椎脱位 T12/L1
S23.101 创伤性胸椎间盘突出
S23.400 肋骨和胸骨扭伤和劳损
S23.401 胸骨扭伤和劳损
S23.500 胸部其他和未特指部位的扭伤和劳损
S23.501 胸部扭伤
S29.000x001 胸部肌腱损伤
S29.000x002 胸部肌肉损伤
S32.000x002 腰椎压缩性骨折
S32.000x011 腰椎骨折 L1
S32.000x021 腰椎骨折 L2
S32.000x031 腰椎骨折 L3
S32.000x041 腰椎骨折 L4
S32.000x051 腰椎骨折 L5
S32.010 开放性腰椎骨折
S32.100 骶骨骨折
S32.110 开放性骶骨骨折
S32.200 尾骨骨折
S32.210 开放性尾骨骨折
S32.300 髂骨骨折
S32.310 开放性髂骨骨折
S32.400 髋臼骨折
S32.410 开放性髋臼骨折
S32.500x002 耻骨分支骨折
S32.500x003 耻骨联合骨折
S32.510 开放性耻骨骨折
S32.700 腰椎和骨盆多处骨折
S32.701 多发性骨盆骨折
S32.702 多发性腰椎骨折
S32.710 开放性腰椎和骨盆多处骨折
S32.711 开放性多发性骨盆骨折
S32.712 开放性多发性腰椎骨折
S32.800x021 腰骶棘突骨折
S32.800x022 腰骶横突骨折
S32.800x023 腰骶椎弓骨折
S32.800x024 腰骶椎骨骨折
S32.800x091 骨盆联合体骨折
S32.800x092 骨盆侧方挤压骨折
S32.800x093 骨盆开书样骨折
S32.800x094 骨盆垂直剪切骨折
S32.800x095 马耳盖尼骨折
S32.801 坐骨骨折
S32.802 骨盆骨折
S32.810 开放性腰椎和骨盆特指部位骨折
S32.811 开放性坐骨骨折
S32.812 开放性骨盆骨折
S32.813 开放性腰骶部脊柱骨折
S33.000 腰椎间盘创伤性破裂
S33.100x011 腰椎脱位 L1/L2
S33.100x021 腰椎脱位 L2/L3
S33.100x031 腰椎脱位 L3/L4
S33.100x041 腰椎脱位 L4/L5
S33.100x051 腰骶椎脱位 L5/S1
S33.200x001 尾骨脱位
S33.200x002 骶骨脱位
S33.200x003 骶髂关节脱位
S33.201 骶尾关节脱位
S33.300x001 耻骨联合脱位
S33.300x004 骨盆脱位
S33.301 腰椎和骨盆脱位
S33.400 耻骨联合创伤性破裂
S33.500 腰椎扭伤和劳损
S33.500x011 腰骶关节扭伤
S33.501 腰部扭伤
S33.502 腰椎扭伤
S33.600 骶髂关节扭伤和劳损
S33.600x001 骶髂关节扭伤
S33.601 骶部关节扭伤
S33.700x001 骶尾韧带劳损
S33.700x002 棘上韧带损伤
S33.700x003 腰部关节扭伤
S33.701 骶髂区扭伤
S33.702 耻骨联合扭伤
S33.703 腰椎和骨盆部位的扭伤和劳损
S39.000x001 腹部肌肉损伤
S39.000x002 腹部肌腱损伤
S39.000x003 下背肌肉损伤
S39.000x004 下背肌腱损伤
S39.000x005 骨盆肌肉损伤
S39.000x006 骨盆肌腱损伤
S39.001 腹直肌断裂
S39.002 开放性腰大肌断裂
S39.800x001 腹部软组织损伤
S39.800x002 下背软组织损伤
S39.800x003 骨盆软组织损伤
S39.800x004 腹部和下背及骨盆软组织损伤
S39.800x005 臀部软组织损伤
S39.906 腰部损伤
S41.801 开放性肩胛区损伤
S42.000 锁骨骨折
S42.000x011 锁骨胸骨端骨折
S42.000x021 锁骨干骨折
S42.000x031 锁骨肩峰端骨折
S42.000x091 锁骨多发性骨折
S42.010 开放性锁骨骨折
S42.100 肩胛骨骨折
S42.100x011 肩胛骨体骨折
S42.100x021 肩峰骨折
S42.100x031 肩胛骨喙突骨折
S42.100x041 肩胛骨颈和肩关节盂骨折
S42.100x042 肩关节盂骨折
S42.100x091 肩胛骨多发性骨折
S42.110 开放性肩胛骨骨折
S42.200x001 肱骨近端骨折
S42.200x011 肱骨近端骨骺分离
S42.200x031 肱骨解剖颈骨折
S42.200x041 肱骨大结节骨折
S42.200x091 肱骨小结节骨折
S42.200x092 肱骨近端多发性骨折
S42.202 肱骨外科颈骨折
S42.203 肱骨头骨折
S42.210 开放性肱骨上端骨折
S42.300 肱骨干骨折
S42.300x002 肱骨干多发性骨折
S42.301 肱骨骨折
S42.310 开放性肱骨干骨折
S42.311 开放性肱骨骨折
S42.400x001 肱骨远端骨折
S42.400x041 肱骨内上髁骨折
S42.400x042 肱骨外上髁骨折
S42.400x043 肱骨远端骨骺分离
S42.400x051 肱骨远端 T 型骨折
S42.400x091 肱骨远端多发性骨折
S42.400x092 肱骨滑车骨折
S42.400x093 肱骨小头骨折
S42.401 肱骨髁上骨折
S42.402 肱骨外髁骨折
S42.403 肱骨髁间骨折
S42.404 肱骨内髁骨折
S42.410 开放性肱骨下端骨折
S42.700 锁骨、肩胛骨和肱骨多处骨折
S42.710 开放性锁骨、肩胛骨和肱骨多处骨折
S42.810 开放性肩和上臂特指部位骨折
S42.900 肩胛带的骨折
S42.910 开放性肩骨折
S43.000 肩关节脱位
S43.000x011 肱骨前脱位
S43.000x021 肱骨后脱位
S43.000x031 肱骨下脱位
S43.001 肩关节半脱位
S43.002 盂肱关节脱位
S43.100 肩锁关节脱位
S43.301 肩胛骨脱位
S43.302 肩胛带脱位
S43.400x001 肩关节扭伤
S43.400x002 创伤性肩关节积血
S43.400x003 肩袖关节囊扭伤
S43.400x004 喙肱韧带扭伤
S43.401 肩关节劳损
S43.500 肩锁关节扭伤和劳损
S43.500x001 肩锁关节扭伤
S43.500x002 肩锁韧带扭伤
S43.501 肩锁韧带损伤
S43.600 胸锁关节扭伤和劳损
S43.601 胸锁关节扭伤
S43.700 肩胛带其他和未特指部位的扭伤和劳损
S43.700x002 肩关节盂唇损伤
S43.701 肩胛带扭伤
S46.000 肩回旋套肌肉和肌腱损伤
S46.000x001 肩袖肌腱损伤
S46.002 肩袖损伤
S46.100x001 肱二头肌长头肌肉损伤
S46.100x003 肱二头肌长头肌肉和肌腱损伤
S46.101 二头肌长头肌腱损伤
S46.200x001 肱二头肌肌肉损伤
S46.200x002 肱二头肌肌腱损伤
S46.200x003 肱二头肌肌肉和肌腱损伤
S46.201 创伤性肱二头肌断裂
S46.300x001 肱三头肌肌肉损伤
S46.300x002 肱三头肌肌腱损伤
S46.300x003 肱三头肌肌肉和肌腱损伤
S46.301 创伤性肱三头肌断裂
S46.700x001 肩和上臂多处肌肉损伤
S46.700x002 肩和上臂多处肌腱损伤
S46.701 肩多发肌腱损伤
S46.702 上臂多发肌腱损伤
S46.800x001 三角肌损伤
S46.800x002 冈上肌肌肉损伤
S46.800x003 冈上肌肌腱损伤
S46.800x004 冈下肌肌肉损伤
S46.800x005 冈下肌肌腱损伤
S46.800x006 肩胛下肌肌肉损伤
S46.800x007 肩胛下肌肌腱损伤
S46.801 创伤性冈上肌断裂
S46.802 创伤性三角肌断裂
S46.900x001 肩和上臂肌肉损伤
S46.900x002 肩和上臂肌腱损伤
S48.900 在肩和上臂水平的创伤性切断
S49.700 肩和上臂多处损伤
S49.800 肩和上臂其他特指的损伤
S49.901 上臂损伤
S51.901 开放性前臂损伤
S52.000x001 肘关节骨折
S52.000x002 尺骨近端骨折
S52.000x012 尺骨鹰嘴骨骺分离
S52.000x021 尺骨冠突骨折
S52.000x091 尺骨近端多发性骨折
S52.001 鹰嘴骨折
S52.002 蒙特贾骨折脱位
S52.010 开放性尺骨上端骨折
S52.011 开放性鹰嘴骨折
S52.100x001 桡骨近端骨折
S52.100x002 桡骨近端骨骺分离
S52.100x012 桡骨头骨骺分离
S52.100x091 桡骨近端多发性骨折
S52.101 桡骨头骨折
S52.102 桡骨颈骨折
S52.110 开放性桡骨上端骨折
S52.200 尺骨干骨折
S52.200x011 孟氏骨折
S52.201 尺骨骨折
S52.210 开放性尺骨干骨折
S52.211 开放性尺骨骨折
S52.300 桡骨干骨折
S52.300x011 盖氏骨折
S52.310 开放性桡骨干骨折
S52.400x001 桡尺骨骨干骨折
S52.410 开放性尺骨桡骨骨干骨折
S52.500x001 桡骨远端骨折
S52.500x002 桡骨茎突骨折
S52.500x003 桡骨远端骨骺分离
S52.500x011 科雷骨折
S52.500x021 巴顿骨折
S52.500x022 史密斯骨折
S52.500x091 桡骨关节内骨折
S52.501 屈曲型桡骨下端骨折
S52.502 伸直型桡骨下端骨折
S52.510 开放性桡骨下端骨折
S52.600x001 尺骨远端骨折伴桡骨远端骨折
S52.600x002 尺骨茎突骨折伴桡骨远端骨折
S52.610 开放性尺骨桡骨远端骨折
S52.700 前臂多处骨折
S52.701 尺骨桡骨闭合性骨折
S52.710 开放性多发性前臂骨折
S52.711 开放性尺骨桡骨骨折
S52.800x002 尺骨远端骨骺分离
S52.801 桡骨骨折
S52.802 尺骨茎突骨折
S52.803 尺骨头骨折
S52.804 尺骨下端骨折
S52.810 开放性前臂特指部位骨折
S52.811 开放性桡骨骨折
S52.812 开放性尺骨茎突骨折
S52.813 开放性尺骨头骨折
S52.814 开放性尺骨下端骨折
S52.900 前臂骨折
S53.000 桡骨头脱位
S53.000x003 桡骨头半脱位
S53.001 桡肱关节脱位
S53.002 尺桡关节脱位
S53.100 肘关节脱位
S53.100x011 肘关节前脱位
S53.100x021 肘关节后脱位
S53.100x031 肘关节内脱位
S53.100x041 肘关节侧方脱位
S53.101 尺肱关节脱位
S53.102 尺骨头脱位
S53.200x001 桡侧副韧带断裂
S53.300x001 尺侧副韧带断裂
S53.400 肘关节扭伤和劳损
S53.400x002 创伤性肘关节积血
S53.400x012 桡侧副韧带扭伤
S53.400x021 尺侧副韧带扭伤
S53.400x031 桡肱关节扭伤
S53.400x041 尺肱关节扭伤
S53.401 桡骨环状韧带扭伤
S53.402 肘关节扭伤
S56.000x001 前臂拇指屈肌损伤
S56.000x002 前臂拇指屈肌腱损伤
S56.000x003 前臂拇指屈肌和肌腱损伤
S56.001 前臂拇指屈肌断裂
S56.100x001 前臂指屈肌损伤
S56.100x002 前臂指屈肌腱损伤
S56.100x003 前臂指屈肌和肌腱损伤
S56.200x001 前臂屈肌损伤
S56.200x002 前臂屈肌腱损伤
S56.200x003 前臂屈肌和肌腱损伤
S56.300x001 前臂拇指伸肌损伤
S56.300x002 前臂拇指伸肌腱损伤
S56.300x003 前臂拇指伸肌和肌腱损伤
S56.300x004 前臂拇指外展肌损伤
S56.300x005 前臂拇指外展肌腱损伤
S56.300x006 前臂拇指外展肌和肌腱损伤
S56.301 前臂拇指外展肌和肌腱断裂
S56.400x001 前臂指伸肌损伤
S56.400x002 前臂手指伸肌腱损伤
S56.400x003 前臂手指伸肌和肌腱损伤
S56.500x001 前臂伸肌损伤
S56.500x002 前臂伸肌腱损伤
S56.500x003 前臂伸肌和肌腱损伤
S56.700x001 前臂多处肌肉和肌腱损伤
S56.801 前臂肌肉和肌腱损伤
S57.800 前臂其他部位的挤压伤
S59.700 前臂多处损伤
S59.701 肘关节后脱位，桡骨头和尺骨冠状突骨折
S59.800 前臂其他特指的损伤
S59.900 前臂损伤
S61.701 开放性腕部多发损伤
S61.702 开放性手多发损伤
S61.901 开放性手部损伤
S61.902 手套撕脱伤
S62.000x001 腕舟骨骨折
S62.010 开放性手舟状骨骨折
S62.100x011 月骨骨折
S62.100x021 三角骨骨折
S62.100x031 豆骨骨折
S62.100x041 大多角骨骨折
S62.100x051 小多角骨骨折
S62.100x061 头状骨骨折
S62.100x071 钩骨骨折
S62.100x091 腕骨多发性骨折
S62.101 腕骨骨折
S62.110 开放性特指腕骨骨折
S62.111 开放性腕骨骨折
S62.200 第一掌骨骨折
S62.200x011 第一掌骨基底骨折
S62.200x021 第一掌骨干骨折
S62.200x031 第一掌骨颈骨折
S62.200x041 第一掌骨头骨折
S62.201 贝内特骨折
S62.210 开放性第一掌骨骨折
S62.300x002 掌骨骨骺分离
S62.300x011 掌骨基底骨折
S62.300x021 掌骨干骨折
S62.300x031 掌骨颈骨折
S62.300x041 掌骨头骨折
S62.301 掌骨骨折
S62.310 开放性特指掌骨骨折
S62.311 开放性掌骨骨折
S62.400 掌骨多处骨折
S62.410 开放性多发性掌骨骨折
S62.500 拇指骨折
S62.500x002 拇指骨骺分离
S62.500x011 拇指近节骨折
S62.500x021 拇指远节骨折
S62.510 开放性拇指骨折
S62.600x002 指骨骨骺分离
S62.600x011 指骨近节骨折
S62.600x021 指骨中节骨折
S62.600x031 指骨远节骨折
S62.611 开放性指骨骨折
S62.700 手指多处骨折
S62.710 开放性多发性指骨骨折
S62.801 手骨折
S62.802 指骨骨折
S62.810 开放性腕和手其他和未特指部位骨折
S62.811 开放性手骨折
S63.000 腕关节脱位
S63.000x002 桡骨远端关节脱位
S63.000x003 尺骨远端关节脱位
S63.000x011 下尺桡关节脱位
S63.000x021 桡腕关节脱位
S63.000x031 腕骨间关节脱位
S63.000x041 掌骨近端关节脱位
S63.000x042 腕掌关节脱位
S63.000x081 腕骨脱位
S63.000x082 腕舟骨脱位
S63.000x083 腕舟骨月骨周围脱位
S63.100 指关节脱位
S63.100x001 指间关节脱位
S63.100x002 拇指关节脱位
S63.100x011 掌指关节脱位
S63.100x012 掌骨远端关节脱位
S63.100x013 拇掌关节脱位
S63.100x021 手指远端指间关节脱位
S63.200 手指多处脱位
S63.200x001 指关节多发性脱位
S63.300x001 腕副韧带断裂
S63.300x002 桡腕韧带断裂
S63.300x003 尺腕韧带断裂
S63.300x004 腕和腕关节韧带断裂
S63.400x001 掌指关节韧带断裂
S63.400x002 掌指关节副韧带断裂
S63.400x003 手掌韧带断裂
S63.400x004 手掌板断裂
S63.400x005 指间关节韧带断裂
S63.400x006 指间关节副韧带断裂
S63.401 创伤性掌关节韧带破裂
S63.500 腕关节扭伤和劳损
S63.500x002 腕关节损伤
S63.500x003 创伤性腕关节积血
S63.500x011 腕骨关节扭伤
S63.500x012 腕骨关节损伤
S63.500x021 桡腕关节扭伤
S63.500x022 桡腕关节损伤
S63.500x031 腕掌关节扭伤
S63.500x032 腕掌关节损伤
S63.500x081 下尺桡关节扭伤
S63.500x082 下尺桡关节损伤
S63.500x101 腕关节三角纤维软骨损伤
S63.501 腕关节扭伤
S63.600 手指扭伤和劳损
S63.600x001 拇指扭伤
S63.600x002 指骨扭伤
S63.601 指关节扭伤
S63.602 掌指关节扭伤
S63.700x001 腕中关节扭伤
S63.701 手关节扭伤
S66.000x001 腕和手拇指长屈肌和肌腱损伤
S66.000x002 腕和手拇指长屈肌损伤
S66.000x003 腕和手拇指长屈肌腱损伤
S66.000x004 腕部拇指长屈肌和肌腱损伤
S66.000x005 腕部拇指长屈肌损伤
S66.000x006 腕部拇指长屈肌腱损伤
S66.000x007 手部拇指长屈肌和肌腱损伤
S66.000x008 手部拇指长屈肌损伤
S66.000x009 手部拇指长屈肌腱损伤
S66.100x001 腕和手指屈肌和肌腱损伤
S66.100x002 腕和手指屈肌损伤
S66.100x003 腕和手指屈肌腱损伤
S66.100x004 腕部指屈肌和肌腱损伤
S66.100x005 腕部指屈肌损伤
S66.100x006 腕部指屈肌腱损伤
S66.100x007 手部指屈肌和肌腱损伤
S66.100x008 手部指屈肌损伤
S66.100x009 手部指屈肌腱损伤
S66.200x001 腕和手拇指伸肌和肌腱损伤
S66.200x002 腕和手拇指伸肌损伤
S66.200x003 腕和手拇指伸肌腱损伤
S66.200x004 腕部拇指伸肌和肌腱损伤
S66.200x005 腕部拇指伸肌损伤
S66.200x006 腕部拇指伸肌腱损伤
S66.200x007 手部拇指伸肌和肌腱损伤
S66.200x008 手部拇指伸肌损伤
S66.200x009 手部拇指伸肌腱损伤
S66.300x001 腕和手指伸肌和肌腱损伤
S66.300x002 腕和手指伸肌损伤
S66.300x003 腕和手指伸肌腱损伤
S66.300x004 腕部指伸肌和肌腱损伤
S66.300x005 腕部指伸肌损伤
S66.300x006 腕部指伸肌腱损伤
S66.300x007 手部指伸肌和肌腱损伤
S66.300x008 手部指伸肌损伤
S66.300x009 手部指伸肌腱损伤
S66.400x001 腕和手拇指内在肌和肌腱损伤
S66.400x002 腕和手拇指内在肌损伤
S66.400x003 腕和手拇指内在肌腱损伤
S66.400x004 腕部拇指内在肌和肌腱损伤
S66.400x005 腕部拇指内在肌损伤
S66.400x006 腕部拇指内在肌腱损伤
S66.400x007 手部拇指内在肌和肌腱损伤
S66.400x008 手部拇指内在肌损伤
S66.400x009 手部拇指内在肌腱损伤
S66.500x001 腕和手指内在肌和肌腱损伤
S66.500x002 腕和手指内在肌损伤
S66.500x003 腕和手指内在肌腱损伤
S66.500x004 腕部指内在肌和肌腱损伤
S66.500x005 腕部指内在肌损伤
