1、严重并发症或合并症（MCC）
表 2-1-1 严重并发症或合并症（MCC）
疾病编码 疾病名称 排除内容
1150 疾病编码 疾病名称 排除内容 S24.400x001 心丛神经损伤 表 2-3-198 S24.400x002 食管丛神经损伤 表 2-3-198 S24.400x003 肺丛神经损伤 表 2-3-198 S24.400x004 星状神经丛损伤 表 2-3-198 S24.400x005 胸部交感神经节损伤 表 2-3-198 S24.500 胸部其他神经的损伤 表 2-3-198 S24.500x001 膈神经损伤 表 2-3-198 S24.600 胸部神经的损伤 表 2-3-198 S25.000 胸主动脉损伤 表 2-3-198 S25.001 创伤性胸主动脉瘤 表 2-3-198 S25.100 无名动脉或锁骨下动脉损伤 表 2-3-198 S25.100x002 无名动脉损伤 表 2-3-198 S25.101 锁骨下动脉损伤 表 2-3-198 S25.200 上腔静脉损伤 表 2-3-198 S25.200x001 腔静脉损伤 表 2-3-198 S25.201 创伤性上腔静脉破裂 表 2-3-198 S25.300 无名静脉或锁骨下静脉损伤 表 2-3-198 S25.300x001 无名静脉损伤 表 2-3-198 S25.301 锁骨下静脉损伤 表 2-3-198 S25.400 肺血管损伤 表 2-3-198 S25.401 创伤性肺动脉破裂 表 2-3-198 S26.000 伴有心包积血的心脏损伤 表 2-3-198 S26.000x001 创伤性心包积血 表 2-3-198 S26.000x002 创伤性心包填塞 表 2-3-198 S26.010 开放性心包积血 表 2-3-198 S26.800 心脏其他损伤 表 2-3-198 S26.800x011 心脏挫伤 表 2-3-198 S26.800x021 心脏撕裂伤 表 2-3-198 S26.800x031 心脏撕裂伤伴心室穿透 表 2-3-198 S26.800x082 心脏穿透性损伤 表 2-3-198 S26.800x083 创伤性心脏破裂 表 2-3-198 S26.801 创伤性心包破裂 表 2-3-198 S26.810 开放性心脏特指损伤 表 2-3-198 S26.811 开放性心脏穿通伤 表 2-3-198 S26.812 开放性心脏破裂 表 2-3-198 S26.813 心脏异物 表 2-3-198 S26.900 心脏损伤 表 2-3-198 S26.910 开放性心脏损伤 表 2-3-198 S27.100 创伤性血胸 表 2-3-198 S27.110 开放性血胸 表 2-3-198 S27.200 创伤性血气胸 表 2-3-198 S27.210 开放性血气胸 表 2-3-198 S27.300 肺的其他损伤 表 2-3-198
1151 疾病编码 疾病名称 排除内容 S27.300x012 肺血肿 表 2-3-198 S27.301 肺挫伤 表 2-3-198 S27.302 创伤性肺破裂 表 2-3-198 S27.303 创伤性肺韧带撕裂 表 2-3-198 S27.310 开放性肺特指损伤 表 2-3-198 S27.311 开放性肺破裂 表 2-3-198 S27.312 开放性肺内异物 表 2-3-198 S27.313 肺穿透伤 表 2-3-198 S27.400 支气管损伤 表 2-3-198 S27.401 创伤性支气管断裂 表 2-3-198 S27.410 开放性支气管损伤 表 2-3-198 S27.500 胸部气管损伤 表 2-3-198 S27.501 创伤性胸部气管破裂 表 2-3-198 S27.510 开放性胸部气管损伤 表 2-3-198 S27.700 胸内器官多处损伤 表 2-3-198 S27.710 开放性胸内器官多处损伤 表 2-3-198 S28.000 胸部挤压伤 表 2-3-198 S28.100 胸的部分创伤性切断 表 2-3-198 S31.700 腹部、下背和骨盆多处开放性伤口 表 2-3-199 S34.000 腰部脊髓震荡和水肿 表 2-3-199 S34.000x002 腰部脊髓震荡 表 2-3-199 S34.001 腰部脊髓水肿 表 2-3-199 S34.100 腰部脊髓其他损伤 表 2-3-199 S34.100x001 腰部脊髓损伤 表 2-3-199 S34.100x002 腰部脊髓完全损伤 表 2-3-199 S34.100x003 腰部脊髓不完全损伤 表 2-3-199 S34.100x701 腰部脊髓功能损伤 表 2-3-199 S34.100x711 腰部脊髓功能损伤L1 表 2-3-199 S34.100x721 腰部脊髓功能损伤L2 表 2-3-199 S34.100x731 腰部脊髓功能损伤L3 表 2-3-199 S34.100x741 腰部脊髓功能损伤L4 表 2-3-199 S34.100x751 腰部脊髓功能损伤L5 表 2-3-199 S34.100x761 骶部脊髓功能损伤 表 2-3-199 S34.500 腰部、骶部和骨盆交感神经损伤 表 2-3-199 S34.500x001 腹腔交感神经节损伤 表 2-3-199 S34.500x004 肠系膜下丛交感神经损伤 表 2-3-199 S34.500x005 肠系膜上丛交感神经损伤 表 2-3-199 S34.501 腹腔丛损伤 表 2-3-199 S34.502 腹下丛损伤 表 2-3-199 S34.503 肠系膜丛损伤 表 2-3-199 S34.504 内脏神经损伤 表 2-3-199 S34.600 腹部、下背和骨盆周围神经损伤 表 2-3-199 S34.601 下背周围神经损伤 表 2-3-199
1152 疾病编码 疾病名称 排除内容 S34.602 骨盆周围神经损伤 表 2-3-199 S35.000 腹主动脉损伤 表 2-3-199 S35.001 创伤性腹主动脉瘤 表 2-3-199 S35.100 下腔静脉损伤 表 2-3-199 S35.100x003 肝静脉损伤 表 2-3-199 S35.101 创伤性下腔静脉破裂 表 2-3-199 S35.102 创伤性肝静脉破裂 表 2-3-199 S35.200 腹腔或肠系膜动脉损伤 表 2-3-199 S35.200x001 腹腔动脉损伤 表 2-3-199 S35.200x003 胃十二指肠动脉损伤 表 2-3-199 S35.200x004 肝动脉损伤 表 2-3-199 S35.200x005 肠系膜下动脉损伤 表 2-3-199 S35.200x006 肠系膜上动脉损伤 表 2-3-199 S35.200x007 脾动脉损伤 表 2-3-199 S35.201 肠系膜动脉损伤 表 2-3-199 S35.202 胃动脉损伤 表 2-3-199 S35.203 创伤性胃动脉破裂 表 2-3-199 S35.204 创伤性肝动脉破裂 表 2-3-199 S35.205 创伤性脾动脉破裂 表 2-3-199 S35.300 门静脉或脾静脉损伤 表 2-3-199 S35.300x001 门静脉损伤 表 2-3-199 S35.300x002 脾静脉损伤 表 2-3-199 S35.300x003 肠系膜下静脉损伤 表 2-3-199 S35.300x004 肠系膜上静脉损伤 表 2-3-199 S35.300x005 肠系膜静脉损伤 表 2-3-199 S35.301 创伤性肠系膜静脉破裂 表 2-3-199 S35.302 创伤性脾静脉破裂 表 2-3-199 S35.400 肾血管损伤 表 2-3-199 S35.400x001 肾动脉损伤 表 2-3-199 S35.400x002 肾静脉损伤 表 2-3-199 S35.401 创伤性肾静脉破裂 表 2-3-199 S35.402 创伤性肾动脉破裂 表 2-3-199 S35.500 髂血管损伤 表 2-3-199 S35.500x001 髂动脉损伤 表 2-3-199 S35.500x002 创伤性髂总动脉血栓形成 表 2-3-199 S35.500x003 创伤性髂动静脉瘘 表 2-3-199 S35.500x004 髂静脉损伤 表 2-3-199 S35.500x005 子宫动脉损伤 表 2-3-199 S35.500x006 子宫静脉损伤 表 2-3-199 S35.500x007 下腹动脉损伤 表 2-3-199 S35.500x008 下腹静脉损伤 表 2-3-199 S35.501 创伤性髂动脉破裂 表 2-3-199 S35.502 创伤性髂静脉破裂 表 2-3-199
1153 疾病编码 疾病名称 排除内容 S35.503 创伤性子宫动静脉破裂 表 2-3-199 S35.700 在腹、下背和骨盆水平的多处血管损伤 表 2-3-199 S35.700x001 腹部和下背及骨盆多处血管损伤 表 2-3-199 S35.700x003 骶前静脉丛损伤 表 2-3-199 S35.700x004 肠系膜血管损伤 表 2-3-199 S35.701 腹部多处血管损伤 表 2-3-199 S35.800 在腹、下背和骨盆水平的其他血管损伤 表 2-3-199 S35.800x001 卵巢动脉损伤 表 2-3-199 S35.800x002 卵巢静脉损伤 表 2-3-199 S35.801 卵巢动静脉损伤 表 2-3-199 S35.900 在腹、下背和骨盆水平的血管的损伤 表 2-3-199 S35.900x001 腹部血管损伤 表 2-3-199 S35.901 下背血管损伤 表 2-3-199 S35.902 骨盆血管损伤 表 2-3-199 S35.903 创伤性肠系膜血管损伤 表 2-3-199 S36.000 脾损伤 表 2-3-199 S36.000x021 脾被膜撕裂 表 2-3-199 S36.000x031 脾撕裂伴软组织损伤 表 2-3-199 S36.000x081 脾穿透伤 表 2-3-199 S36.001 创伤性脾血肿 表 2-3-199 S36.002 创伤性脾破裂 表 2-3-199 S36.011 开放性脾破裂 表 2-3-199 S36.100 肝或胆囊损伤 表 2-3-199 S36.100x001 肝损伤 表 2-3-199 S36.100x011 肝挫伤 表 2-3-199 S36.100x013 创伤性肝血肿 表 2-3-199 S36.100x021 肝撕裂伤 表 2-3-199 S36.100x031 肝轻度撕裂伤 表 2-3-199 S36.100x041 肝中度撕裂伤 表 2-3-199 S36.100x051 肝重度撕裂伤 表 2-3-199 S36.100x081 胆管损伤 表 2-3-199 S36.101 胆囊损伤 表 2-3-199 S36.102 创伤性肝破裂 表 2-3-199 S36.103 创伤性胆总管破裂 表 2-3-199 S36.110 开放性肝破裂 表 2-3-199 S36.111 开放性胆囊损伤 表 2-3-199 S36.112 开放性胆管损伤 表 2-3-199 S36.113 开放性胆总管损伤 表 2-3-199 S36.200 胰损伤 表 2-3-199 S36.200x001 胰腺损伤 表 2-3-199 S36.200x011 胰头损伤 表 2-3-199 S36.200x021 胰体损伤 表 2-3-199 S36.200x031 胰尾损伤 表 2-3-199
1154 疾病编码 疾病名称 排除内容 S36.200x091 胰管损伤 表 2-3-199 S36.200x092 胰腺和胰管损伤 表 2-3-199 S36.201 创伤性胰腺破裂 表 2-3-199 S36.202 胰腺包膜撕裂 表 2-3-199 S36.210 开放性胰损伤 表 2-3-199 S36.300 胃损伤 表 2-3-199 S36.301 创伤性胃破裂 表 2-3-199 S36.310 开放性胃破裂 表 2-3-199 S36.400 小肠损伤 表 2-3-199 S36.400x091 空肠损伤 表 2-3-199 S36.400x093 回肠损伤 表 2-3-199 S36.400x095 小肠多处损伤 表 2-3-199 S36.401 创伤性十二指肠破裂 表 2-3-199 S36.402 创伤性空肠破裂 表 2-3-199 S36.403 创伤性回肠破裂 表 2-3-199 S36.404 创伤性小肠破裂 表 2-3-199 S36.405 十二指肠损伤 表 2-3-199 S36.411 开放性小肠破裂 表 2-3-199 S36.412 开放性十二指肠破裂 表 2-3-199 S36.413 开放性空肠破裂 表 2-3-199 S36.414 开放性回肠破裂 表 2-3-199 S36.500 结肠损伤 表 2-3-199 S36.500x011 升结肠损伤 表 2-3-199 S36.500x021 横结肠损伤 表 2-3-199 S36.500x031 降结肠损伤 表 2-3-199 S36.500x041 乙状结肠损伤 表 2-3-199 S36.500x091 结肠多处损伤 表 2-3-199 S36.500x092 阑尾损伤 表 2-3-199 S36.500x093 盲肠损伤 表 2-3-199 S36.501 创伤性结肠破裂 表 2-3-199 S36.511 开放性结肠破裂 表 2-3-199 S36.600 直肠损伤 表 2-3-199 S36.600x003 直肠多处损伤 表 2-3-199 S36.601 创伤性直肠破裂 表 2-3-199 S36.611 开放性直肠破裂 表 2-3-199 S36.700 多个腹内器官损伤 表 2-3-199 S36.701 创伤性腹内多器官破裂 表 2-3-199 S36.800 腹内器官损伤，其他的 表 2-3-199 S36.800x022 肠系膜损伤 表 2-3-199 S36.801 腹膜损伤 表 2-3-199 S36.802 肠系膜裂伤 表 2-3-199 S36.803 创伤性腹膜后血肿 表 2-3-199 S36.810 开放性特指腹内器官损伤 表 2-3-199
1155 疾病编码 疾病名称 排除内容 S36.811 开放性肠系膜血肿 表 2-3-199 S36.812 开放性肠系膜裂伤 表 2-3-199 S36.813 开放性腹膜后血肿 表 2-3-199 S36.814 开放性大网膜破裂 表 2-3-199 S36.900 腹内器官的损伤 表 2-3-199 S36.901 创伤性肠破裂 表 2-3-199 S36.910 开放性腹内器官损伤 表 2-3-199 S37.000 肾损伤 表 2-3-199 S37.000x012 肾囊挫伤 表 2-3-199 S37.000x013 肾盂挫伤 表 2-3-199 S37.000x015 肾包膜下血肿 表 2-3-199 S37.000x016 肾盂积血 表 2-3-199 S37.000x022 肾囊破裂 表 2-3-199 S37.000x023 肾盂裂伤 表 2-3-199 S37.000x031 肾粉碎伤 表 2-3-199 S37.000x032 肾蒂损伤 表 2-3-199 S37.001 创伤性肾破裂 表 2-3-199 S37.002 肾挫伤 表 2-3-199 S37.003 创伤性肾血肿 表 2-3-199 S37.004 创伤性肾周血肿 表 2-3-199 S37.010 开放性肾损伤 表 2-3-199 S37.011 开放性肾破裂 表 2-3-199 S37.100 输尿管损伤 表 2-3-199 S37.101 创伤性输尿管断裂 表 2-3-199 S37.111 开放性输尿管断裂 表 2-3-199 S37.200 膀胱损伤 表 2-3-199 S37.200x011 膀胱挫伤 表 2-3-199 S37.200x022 腹膜外膀胱破裂 表 2-3-199 S37.200x023 腹膜内膀胱破裂 表 2-3-199 S37.200x024 混合型膀胱破裂 表 2-3-199 S37.200x081 膀胱裂伤 表 2-3-199 S37.201 创伤性膀胱破裂 表 2-3-199 S37.211 开放性膀胱破裂 表 2-3-199 S37.300 尿道损伤 表 2-3-199 S37.300x004 尿道完全断裂 表 2-3-199 S37.300x005 尿道部分断裂 表 2-3-199 S37.300x011 尿道膜部损伤 表 2-3-199 S37.300x021 尿道阴茎部损伤 表 2-3-199 S37.300x031 尿道前列腺部损伤 表 2-3-199 S37.300x081 尿道球部断裂 表 2-3-199 S37.300x082 尿道球部挫裂伤 表 2-3-199 S37.300x083 后尿道损伤 表 2-3-199 S37.301 创伤性尿道断裂 表 2-3-199
1156
疾病编码 疾病名称 排除内容
S37.302 尿道挫伤 表 2-3-199
S37.303 尿道损伤伴狭窄 表 2-3-199
S37.310 开放性尿道损伤 表 2-3-199
S37.400 卵巢损伤 表 2-3-199
S37.410 开放性卵巢损伤 表 2-3-199
S37.500 输卵管损伤 表 2-3-199
S37.510 开放性输卵管损伤 表 2-3-199
S37.600 子宫损伤 表 2-3-199
S37.600x002 创伤性子宫破裂 表 2-3-199
S37.601 创伤性宫颈裂伤 表 2-3-199
S37.602 创伤性子宫穿孔 表 2-3-199
S37.610 开放性子宫损伤 表 2-3-199
S37.700 多个盆腔器官损伤 表 2-3-199
S37.710 开放性盆腔多个器官损伤 表 2-3-199
S37.800 盆腔器官损伤，其他的 表 2-3-199
S37.801 输精管损伤 表 2-3-199
S37.802 精囊损伤 表 2-3-199
S37.803 肾上腺损伤 表 2-3-199
S37.804 前列腺损伤 表 2-3-199
S37.810 开放性特指盆腔器官损伤 表 2-3-199
S37.811 开放性输精管损伤 表 2-3-199
S37.813 开放性肾上腺损伤 表 2-3-199
S37.814 开放性前列腺损伤 表 2-3-199
S38.000 外生殖器挤压伤 表 2-3-199
S38.001 阴茎挤压伤 表 2-3-199
S38.100 腹部、下背和骨盆其他和未特指部位的挤压伤 表 2-3-199
S38.100x002 腹部挤压伤 表 2-3-199
S38.100x003 下背挤压伤 表 2-3-199
S38.100x004 骨盆挤压伤 表 2-3-199
S38.101 腹部、下背和骨盆挤压伤 表 2-3-199
S38.200 外生殖器创伤性切断 表 2-3-199
S38.200x001 大阴唇切断 表 2-3-199
S38.200x002 小阴唇切断 表 2-3-199
S38.200x003 阴茎离断 表 2-3-199
S38.200x004 阴囊离断 表 2-3-199
S38.200x005 睾丸离断 表 2-3-199
S38.200x006 外阴切断 表 2-3-199
S38.300 腹部、下背和骨盆其他和未特指部位的创伤性切断 表 2-3-199
S38.300x001 躯干切断 表 2-3-199
S38.300x002 腹部切断 表 2-3-199
S38.301 创伤性腹背部切断 表 2-3-199
S38.302 创伤性下背切断 表 2-3-199
S38.303 创伤性骨盆切断 表 2-3-199
1157
疾病编码 疾病名称 排除内容
S42.700 锁骨、肩胛骨和肱骨多处骨折 表 2-3-200
S42.710 开放性锁骨、肩胛骨和肱骨多处骨折 表 2-3-200
S47.x00 肩和上臂挤压伤 表 2-3-200
S47.x00x002 肩部挤压伤 表 2-3-200
S47.x01 上臂挤压伤 表 2-3-200
S48.000 肩关节处创伤性切断 表 2-3-200
S48.100 在肩和肘之间水平的创伤性切断 表 2-3-200
S48.100x001 上臂切断 表 2-3-200
S48.900 在肩和上臂水平的创伤性切断 表 2-3-200
S49.800 肩和上臂其他特指的损伤 表 2-3-200
S57.900 前臂的挤压伤 表 2-3-201
S58.000 在肘水平的创伤性切断 表 2-3-201
S58.000x001 肘创伤性切断 表 2-3-201
S58.100 在肘和腕之间水平的创伤性切断 表 2-3-201
S58.100x001 肘和腕关节之间水平创伤性切断 表 2-3-201
S58.900 在前臂水平的创伤性切断 表 2-3-201
S58.900x001 前臂创伤性切断 表 2-3-201
S68.000 拇指创伤性切断（完全）（部分） 表 2-3-202
S68.000x002 拇指不全切断 表 2-3-202
S68.001 拇指完全切断 表 2-3-202
S68.100 单个手指创伤性切断（完全）（部分），其他的 表 2-3-202
S68.100x001 单指不全切断 表 2-3-202
S68.100x002 单指完全离断 表 2-3-202
S68.200 仅两个或更多手指创伤性切断（完全）（部分） 表 2-3-202
S68.200x001 多指不全切断 表 2-3-202
S68.201 多手指完全切断 表 2-3-202
S68.300 手指（一部分）伴有腕和手其他部分的合并创伤性切断 表 2-3-202
S68.400 手在腕水平的创伤性切断 表 2-3-202
S68.400x001 手腕部创伤性切断 表 2-3-202
S68.800 腕和手其他部位的创伤性切断 表 2-3-202
S68.800x001 掌部创伤性切断 表 2-3-202
S68.900 腕和手水平的创伤性切断 表 2-3-202
S74.200 在髋和大腿水平的皮感觉神经损伤 表 2-3-203
S74.200x001 髋部皮感觉神经损伤 表 2-3-203
S74.200x002 大腿皮感觉神经损伤 表 2-3-203
S74.700 在髋和大腿水平的多神经损伤 表 2-3-203
S74.700x001 髋部多处神经损伤 表 2-3-203
S74.700x002 大腿多处神经损伤 表 2-3-203
S77.000 髋部挤压伤 表 2-3-203
S77.100 大腿挤压伤 表 2-3-203
S77.200 髋伴有大腿挤压伤 表 2-3-203
S78.000 髋部创伤性切断 表 2-3-203
S78.100 在髋和膝关节之间水平的创伤性切断 表 2-3-203
1158
疾病编码 疾病名称 排除内容
S78.100x001 大腿部切断 表 2-3-203
S78.900 髋和大腿水平的创伤性切断 表 2-3-203
S84.700 在小腿水平的多神经损伤 表 2-3-204
S84.700x001 小腿多处神经损伤 表 2-3-204
S85.700 在小腿水平的多处血管损伤 表 2-3-204
S85.700x001 小腿多处血管损伤 表 2-3-204
S87.000 膝挤压伤 表 2-3-204
S87.800 小腿其他和未特指部位的挤压伤 表 2-3-204
S87.801 小腿挤压伤 表 2-3-204
S88.000 在膝水平的创伤性切断 表 2-3-204
S88.000x001 膝部切断 表 2-3-204
S88.100 在膝和踝之间水平的创伤性切断 表 2-3-204
S88.100x001 小腿部切断 表 2-3-204
S88.900 小腿水平的创伤性切断 表 2-3-204
S89.700 小腿多处损伤 表 2-3-204
S94.700 在踝和足水平的多神经损伤 表 2-3-205
S94.700x001 踝和足多处神经损伤 表 2-3-205
S95.700 在踝和足水平的多血管损伤 表 2-3-205
S95.700x001 踝和足多处血管损伤 表 2-3-205
S97.100 足趾挤压伤 表 2-3-205
S98.000 足在踝水平的创伤性切断 表 2-3-205
S98.000x001 踝部切断 表 2-3-205
S98.100 一个足趾的创伤性切断 表 2-3-205
S98.100x001 单趾切断 表 2-3-205
S98.200 两个或更多足趾的创伤性切断 表 2-3-205
S98.200x001 两趾切断 表 2-3-205
S98.200x002 多趾切断 表 2-3-205
S98.300 足其他部位的创伤性切断 表 2-3-205
S98.400 足创伤性切断 表 2-3-205
T04.000 累及头部伴有颈部的挤压伤 表 2-3-206
T04.000x001 头和颈挤压伤 表 2-3-206
T04.100 累及胸部伴有腹部、下背和骨盆的挤压伤 表 2-3-206
T04.100x001 躯干挤压伤 表 2-3-206
T04.200 累及上肢多个部位的挤压伤 表 2-3-206
T04.200x001 上肢多处挤压伤 表 2-3-206
T04.300 累及下肢多个部位的挤压伤 表 2-3-206
T04.300x001 下肢多处挤压伤 表 2-3-206
T04.400 累及上肢伴有下肢多个部位的挤压伤 表 2-3-206
T04.400x001 上肢和下肢多处挤压伤 表 2-3-206
T04.700 胸部伴有腹部、下背和骨盆及四肢的挤压伤 表 2-3-206
T04.700x001 胸伴腹和下背及骨盆四肢挤压伤 表 2-3-206
T04.800 累及身体其他复合部位的挤压伤 表 2-3-206
T04.800x001 身体复合部位的挤压伤 表 2-3-206
1159
疾病编码 疾病名称 排除内容
T04.900 多处挤压伤 表 2-3-206
T04.901 全身性挤压伤 表 2-3-206
T05.000 双手创伤性切断 表 2-3-206
T05.100 一只手和另一臂的创伤性切断[任何水平，除外手] 表 2-3-206
T05.100x001 手和对侧臂创伤性切断 表 2-3-206
T05.200 双臂创伤性切断[任何水平] 表 2-3-206
T05.200x001 双臂创伤性切断 表 2-3-206
T05.300 双足创伤性切断 表 2-3-206
T05.300x002 双足部分创伤性切断 表 2-3-206
T05.400 一只足和另一小腿的创伤性切断[任何水平，除外足] 表 2-3-206
T05.400x001 足和对侧小腿创伤性切断 表 2-3-206
T05.500 双小腿创伤性切断[任何水平] 表 2-3-206
T05.500x001 双小腿创伤性切断 表 2-3-206
T05.600 上肢和下肢任何组合的创伤性切断[任何水平] 表 2-3-206
T05.600x001 上肢和下肢创伤性切断 表 2-3-206
T05.800 累及身体其他复合部位的创伤性切断 表 2-3-206
T05.800x001 胸部创伤性切断 表 2-3-206
T05.800x002 腹部创伤性切断 表 2-3-206
T05.800x003 身体复合部位的创伤性切断 表 2-3-206
T05.900 多处创伤性切断 表 2-3-206
T06.000 脑神经损伤伴有在颈水平的神经和脊髓损伤 表 2-3-206
T06.000x001 脑神经损伤伴颈神经和脊髓损伤 表 2-3-206
T17.900 呼吸道内异物 表 2-3-208
T17.901 异物吸入性窒息 表 2-3-208
T20.200 头和颈二度烧伤 表 2-3-209
T20.200x002 头部二度烧伤 表 2-3-209
T20.200x003 颈部二度烧伤 表 2-3-209
T20.200x004 头皮二度烧伤 表 2-3-209
T20.200x006 鼻部二度烧伤 表 2-3-209
T20.200x007 颞部二度烧伤 表 2-3-209
T20.200x008 唇部二度烧伤 表 2-3-209
T20.200x009 耳部二度烧伤 表 2-3-209
T20.200x010 眼伴头二度烧伤 表 2-3-209
T20.200x011 眼伴颈二度烧伤 表 2-3-209
T20.200x012 眼伴面二度烧伤 表 2-3-209
T20.201 面部二度烧伤 表 2-3-209
T20.300 头和颈三度烧伤 表 2-3-209
T20.300x002 头部三度烧伤 表 2-3-209
T20.300x003 颈部三度烧伤 表 2-3-209
T20.300x004 头皮三度烧伤 表 2-3-209
T20.300x005 面部三度烧伤 表 2-3-209
T20.300x006 鼻部三度烧伤 表 2-3-209
T20.300x007 颞部三度烧伤 表 2-3-209
1160 疾病编码 疾病名称 排除内容 T20.300x008 唇部三度烧伤 表 2-3-209 T20.300x009 耳部三度烧伤 表 2-3-209 T20.300x010 眼伴头三度烧伤 表 2-3-209 T20.300x011 眼伴颈三度烧伤 表 2-3-209 T20.300x012 眼伴面三度烧伤 表 2-3-209 T20.600 头和颈二度腐蚀伤 表 2-3-209 T20.600x002 头部二度腐蚀伤 表 2-3-209 T20.600x003 颈部二度腐蚀伤 表 2-3-209 T20.600x004 头皮二度腐蚀伤 表 2-3-209 T20.600x005 面部二度腐蚀伤 表 2-3-209 T20.600x006 鼻部二度腐蚀伤 表 2-3-209 T20.600x007 颞部二度腐蚀伤 表 2-3-209 T20.600x008 唇部二度腐蚀伤 表 2-3-209 T20.600x009 耳部二度腐蚀伤 表 2-3-209 T20.600x010 眼伴头二度腐蚀伤 表 2-3-209 T20.600x011 眼伴颈二度腐蚀伤 表 2-3-209 T20.600x012 眼伴面二度腐蚀伤 表 2-3-209 T20.700 头和颈三度腐蚀伤 表 2-3-209 T20.700x002 头部三度腐蚀伤 表 2-3-209 T20.700x003 颈部三度腐蚀伤 表 2-3-209 T20.700x004 头皮三度腐蚀伤 表 2-3-209 T20.700x005 面部三度腐蚀伤 表 2-3-209 T20.700x006 鼻部三度腐蚀伤 表 2-3-209 T20.700x007 颞部三度腐蚀伤 表 2-3-209 T20.700x008 唇部三度腐蚀伤 表 2-3-209 T20.700x009 耳部三度腐蚀伤 表 2-3-209 T20.700x010 眼伴头三度腐蚀伤 表 2-3-209 T20.700x011 眼伴颈三度腐蚀伤 表 2-3-209 T20.700x012 眼伴面三度腐蚀伤 表 2-3-209 T21.200 躯干二度烧伤 表 2-3-209 T21.200x011 乳房二度烧伤 表 2-3-209 T21.200x021 胸壁二度烧伤 表 2-3-209 T21.200x031 腹壁二度烧伤 表 2-3-209 T21.200x032 胁腹二度烧伤 表 2-3-209 T21.200x033 腹股沟二度烧伤 表 2-3-209 T21.200x041 臀部二度烧伤 表 2-3-209 T21.200x042 背部二度烧伤 表 2-3-209 T21.200x043 肩胛间区二度烧伤 表 2-3-209 T21.200x051 大阴唇二度烧伤 表 2-3-209 T21.200x052 小阴唇二度烧伤 表 2-3-209 T21.200x053 阴茎二度烧伤 表 2-3-209 T21.200x054 会阴二度烧伤 表 2-3-209 T21.200x055 阴囊二度烧伤 表 2-3-209
1161 疾病编码 疾病名称 排除内容 T21.200x056 睾丸二度烧伤 表 2-3-209 T21.200x057 外阴二度烧伤 表 2-3-209 T21.200x091 肛门二度烧伤 表 2-3-209 T21.300 躯干三度烧伤 表 2-3-209 T21.300x011 乳房三度烧伤 表 2-3-209 T21.300x021 胸壁三度烧伤 表 2-3-209 T21.300x031 腹壁三度烧伤 表 2-3-209 T21.300x032 胁腹三度烧伤 表 2-3-209 T21.300x033 腹股沟三度烧伤 表 2-3-209 T21.300x041 臀部三度烧伤 表 2-3-209 T21.300x042 背部三度烧伤 表 2-3-209 T21.300x043 肩胛间区三度烧伤 表 2-3-209 T21.300x051 大阴唇三度烧伤 表 2-3-209 T21.300x052 小阴唇三度烧伤 表 2-3-209 T21.300x053 阴茎三度烧伤 表 2-3-209 T21.300x054 会阴三度烧伤 表 2-3-209 T21.300x055 阴囊三度烧伤 表 2-3-209 T21.300x056 睾丸三度烧伤 表 2-3-209 T21.300x057 外阴三度烧伤 表 2-3-209 T21.300x091 肛门三度烧伤 表 2-3-209 T21.600 躯干二度腐蚀伤 表 2-3-209 T21.600x011 乳房二度腐蚀伤 表 2-3-209 T21.600x021 胸壁二度腐蚀伤 表 2-3-209 T21.600x031 腹壁二度腐蚀伤 表 2-3-209 T21.600x032 胁腹二度腐蚀伤 表 2-3-209 T21.600x033 腹股沟二度腐蚀伤 表 2-3-209 T21.600x041 臀部二度腐蚀伤 表 2-3-209 T21.600x042 背部二度腐蚀伤 表 2-3-209 T21.600x043 肩胛间区二度腐蚀伤 表 2-3-209 T21.600x051 大阴唇二度腐蚀伤 表 2-3-209 T21.600x052 小阴唇二度腐蚀伤 表 2-3-209 T21.600x053 阴茎二度腐蚀伤 表 2-3-209 T21.600x054 会阴二度腐蚀伤 表 2-3-209 T21.600x055 阴囊二度腐蚀伤 表 2-3-209 T21.600x056 睾丸二度腐蚀伤 表 2-3-209 T21.600x057 外阴二度腐蚀伤 表 2-3-209 T21.600x091 肛门二度腐蚀伤 表 2-3-209 T21.700 躯干三度腐蚀伤 表 2-3-209 T21.700x011 乳房三度腐蚀伤 表 2-3-209 T21.700x021 胸壁三度腐蚀伤 表 2-3-209 T21.700x031 腹壁三度腐蚀伤 表 2-3-209 T21.700x032 胁腹三度腐蚀伤 表 2-3-209 T21.700x033 腹股沟三度腐蚀伤 表 2-3-209
