手术操作包括如下：
00.7000x001 全髋关节假体翻修术
59.0203 肾周围粘连松解术
59.0300x002 腹腔镜下肾周围淋巴管剥脱术
59.0301 腹腔镜下输尿管狭窄松解术
59.0302 腹腔镜下肾周粘连松解术
59.0303 腹腔镜下输尿管周围粘连松解术
59.0901 肾周切开引流术
59.0902 肾周血肿清除术
59.0903 肾周区域探查术
59.1100x001 膀胱周围粘连松解术
59.1901 膀胱周围探查术
59.1902 耻骨后探查术
59.3x00 尿道膀胱连接处的折叠术
59.4x01 戈-弗-斯氏尿道膀胱悬吊术
59.4x02 米林-里德氏尿道膀胱悬吊术
59.4x03 奥克斯福德尿失禁手术[OXFORD 手术]
59.4x04 经耻骨上膀胱尿道悬吊术(SPARC)
59.4x05 斯塔米膀胱颈悬吊术
59.5x01 经阴道无张力尿道悬吊术(TVT)
59.5x02 腹腔镜下尿道悬吊术
59.6x00 尿道旁悬吊术
59.7101 膀胱尿道提肌悬吊固定术
59.7902 压迫性尿失禁修补术
59.7903 经阴道闭孔无张力尿道中段悬吊术(TVT-O)
59.7904 单切口经阴道闭孔无张力尿道中段悬吊术(TVT-S)
59.8x00x001 膀胱镜下输尿管扩张术
59.8x02 肾导管引流术
59.8x05 输尿管膀胱口扩张术
59.9101 肾周病损切除术
60.0x00x001 经尿道前列腺切开术[TUI-P]
60.0x00x003 前列腺脓肿引流术
60.0x02 前列腺切开取石术
60.0x03 前列腺被膜切开术
60.1200 开放性前列腺活组织检查
60.1400 开放性精囊活组织检查
60.2100x001 经尿道前列腺激光切除术[TULIP 手术]
60.2900x003 经尿道前列腺绿激光汽化术(PVP)
60.2901 经尿道前列腺气化电切术[TEVAP 手术]
60.2902 经尿道前列腺切除术(TURP)
60.3x01 耻骨上经膀胱前列腺切除术
60.4x01 耻骨后经膀胱前列腺切除术
60.5x01 前列腺精囊切除术
60.5x02 腹腔镜下前列腺根治性切除术
60.6100x001 前列腺病损切除术
60.6100x002 前列腺部分切除术
60.6101 腹腔镜下前列腺病损切除术
60.6200 经会阴前列腺切除术
60.6201 经会阴前列腺冷冻切除术
60.6900x001 前列腺切除术
60.6900x002 腹腔镜下前列腺切除术
60.7200 精囊切开术
60.7200x002 经尿道精囊镜精囊碎石取石术
60.7300 精囊切除术
60.7300x003 腹腔镜下副中肾管[苗勒管]囊肿切除术
60.7300x004 腹腔镜下精囊切除术
60.7301 苗勒管(副中肾管)囊肿切除术
60.7900x002 经尿道精囊镜精阜电切术
60.7901 精囊囊肿切除术
60.8100x001 前列腺周围切开引流术
60.8101 前列腺周围脓肿引流术
60.8201 前列腺周围组织病损切除术
60.9300 前列腺修补术
60.9400x001 前列腺术后止血术
60.9500x001 经尿道前列腺球囊扩张术
61.0x00x003 阴囊切开探查术
61.0x01 睾丸鞘膜切开引流术
61.0x02 阴囊切开引流术
61.0x04 阴囊异物取出术
61.2x01 睾丸鞘膜部分切除术
61.2x02 睾丸鞘膜切除术
61.3x00x005 阴囊皮肤和皮下坏死组织切除清创术
61.3x02 阴囊部分切除术
61.3x03 阴囊病损切除术
61.3x04 阴囊象皮病复位术
61.4101 睾丸鞘膜裂伤缝合术
61.4102 阴囊裂伤缝合术
61.4201 阴囊输精管瘘修补术
61.4202 阴囊皮肤瘘修补术
61.4900x002 鞘膜高位结扎术
61.4901 睾丸鞘状突高位结扎术
61.4902 阴囊修补术
61.4904 睾丸鞘膜翻转术
61.4905 腹腔镜下鞘状突高位结扎术
61.9101 睾丸鞘膜积液抽吸术
61.9900 阴囊和睾丸鞘膜的其他手术
62.0x00x001 睾丸切开探查术
62.0x01 腹腔镜下隐睾探查术
62.0x02 睾丸切开引流术
62.0x03 睾丸切开异物取出术
62.1200 开放性睾丸活组织检查
62.2x00x002 睾丸附件切除术
62.2x01 睾丸病损切除术
62.3x00 单侧睾丸切除术
62.3x01 单侧睾丸附睾切除术
62.3x02 单侧睾丸部分切除术
62.3x03 单侧隐睾切除术
62.3x04 腹腔镜下单侧隐睾切除术
62.4100x004 双侧睾丸切除术
62.4101 双侧睾丸附睾切除术
62.4102 双侧睾丸根治性切除术
62.4104 双侧隐睾切除术
62.4105 腹腔镜下双侧隐睾切除术
62.5x00 睾丸固定术
62.5x01 腹腔镜睾丸固定术
62.5x02 睾丸复位术
62.6100 睾丸裂伤缝合术
62.6900x001 睾丸修补术
62.6901 睾丸移植术
62.7x00 睾丸假体置入
62.9900x001 显微镜下睾丸切开取精术
63.1x00x003 精索鞘膜高位结扎术
63.1x01 精索静脉高位结扎术
63.1x02 精索鞘膜积液切除术
63.1x03 腹腔镜精索静脉高位结扎术
63.2x00 附睾囊肿切除术
63.2x01 精液囊肿切除术
63.3x00x001 精索切除术
63.3x01 精索病损切除术
63.3x02 精索鞘膜囊肿切除术
63.3x03 附睾病损切除术
63.4x00 附睾切除术
63.5101 精索裂伤缝合术
63.5200x001 附睾裂伤缝合术
63.5201 睾丸扭转复位术
63.5202 精索扭转复位术
63.5203 睾丸附件扭转复位术
63.5300 精索移植术
63.5900 精索和附睾的其他修补术
63.6x00x001 输精管探查术
63.6x00x002 尿道镜下射精管口取石术
63.6x01 输精管造口术
63.7000x001 男性绝育术
63.7100 输精管结扎术
63.7101 输精管切断术
63.7200 精索结扎术
63.7300 输精管切除术
63.7300x003 输精管病损切除术
63.7301 输精管部分切除术
63.8101 输精管裂伤的缝合术
63.8102 附睾裂伤的缝合术
63.8200x001 输精管吻合术
63.8300 附睾输精管吻合术
63.8400 输精管结扎去除
63.8500 输精管瓣膜去除
63.9100 精液囊肿抽吸术
63.9200x001 附睾切开探查术
63.9300 精索切开术
63.9900x001 经尿道精囊镜输精管梗阻疏通术
63.9900x002 经尿道射精管切开术
64.0x00 包皮环切术
64.2x00x001 包皮瘢痕切除术
64.2x00x002 包皮病损切除术
64.2x00x003 阴茎瘢痕切除术
64.2x00x006 阴茎皮肤和皮下坏死组织切除清创术
64.2x01 阴茎病损切除术
64.3x01 阴茎部分切除术
64.3x02 阴茎全部切除术
64.4100 阴茎裂伤缝合术
64.4200 阴茎痛性勃起松解术
64.4300 阴茎建造术
64.4400 阴茎重建术
64.4500 阴茎再植术
64.4500x002 阴茎海绵体断裂修补术
64.4901 阴茎矫直术
64.4902 阴茎延长术
64.4903 阴茎增粗术
64.4904 阴茎海绵体白膜修补术
64.4905 转移皮瓣阴茎修补术
64.5x00 性转变手术
64.5x00x001 变性手术(男变女)
64.9100x002 阴茎瘢痕松解术
64.9100x003 包皮粘连分离术
64.9101 包皮切开术
64.9200 阴茎切开术
64.9300x001 阴茎粘连松解术
64.9400 阴茎外部假体装配
64.9501 非可膨胀性阴茎假体置入术
64.9502 非可膨胀性阴茎假体置换术
64.9600 去除阴茎内部假体
64.9701 膨胀性阴茎假体置入术
64.9702 膨胀性阴茎假体置换术
64.9801 阴茎海绵体分流术
64.9802 阴茎海绵体冲洗术
65.2900x011 卵巢囊肿穿刺术
65.5100 双侧卵巢切除术
65.5200 残留卵巢其他切除
65.5300 腹腔镜双侧卵巢切除术
65.5400 腹腔镜残留卵巢切除术
65.6100 双侧输卵管卵巢切除术
65.6101 经阴道双侧输卵管卵巢切除术
65.6300 腹腔镜双侧卵巢和输卵管切除术
65.7400 腹腔镜卵巢单纯缝合术
65.7500 腹腔镜卵巢再植入
65.7600 腹腔镜输卵管卵巢成形术
65.7900x008 腹腔镜下卵巢破裂修补术
65.7901 卵巢成形术
65.7902 卵巢固定术
65.7903 卵巢悬吊术
65.7904 腹腔镜卵巢悬吊术
65.7905 腹腔镜卵巢成形术
65.9100 卵巢抽吸术
65.9200 卵巢移植术
65.9400 卵巢去神经术
65.9500 卵巢扭转松解术
65.9900x006 腹腔镜下卵巢穿刺取卵术
65.9900x007 性腺切除术
65.9901 卵巢打孔术
65.9902 腹腔镜卵巢打孔术
66.0100x003 腹腔镜下输卵管切开引流术
66.0100x005 输卵管切开引流术
66.0100x008 输卵管切开探查术
66.2102 腹腔镜双侧输卵管结扎和挤压术
66.2201 腹腔镜双侧输卵管结扎和切断术
66.2900x001 腹腔镜下双侧输卵管电凝术
66.2900x003 宫腔镜下输卵管栓塞术
66.2902 腹腔镜输卵管激光绝育术
66.3200x001 双侧输卵管切断术
66.3200x002 波罗伊手术[POMEROY 手术]
66.3201 双侧输卵管抽芯包埋术
66.3900x001 输卵管绝育术
66.3900x004 双侧输卵管结扎术
66.3901 双侧输卵管粘堵术
66.3902 双侧输卵管套环绝育术
66.4x00 单侧输卵管全部切除术
66.4x02 腹腔镜单侧输卵管切除术
66.5100 双侧输卵管切除术
66.5102 腹腔镜双侧输卵管切除术
66.5200 残留输卵管切除术
66.6100x002 腹腔镜下泡状附件电灼术
66.6100x003 腹腔镜下泡状附件切除术
66.6100x006 腹腔镜下输卵管伞端电凝术
66.6100x007 腹腔镜下输卵管系膜病损切除术
66.6100x008 泡状附件切除术
66.6100x011 输卵管病损烧灼术
66.6100x012 输卵管系膜病损切除术
66.6100x014 输卵管血肿清除术
66.6102 输卵管病损切除术
66.6104 腹腔镜输卵管病损切除术
66.6300 双侧输卵管部分切除术
66.6301 腹腔镜双侧输卵管部分切除术
66.6901 单侧输卵管部分切除术
66.6902 腹腔镜单侧输卵管部分切除术
66.7100 单纯输卵管缝合术
66.7200 输卵管卵巢吻合术
66.7300 输卵管输卵管吻合术
66.7301 腹腔镜输卵管输卵管吻合术
66.7400 输卵管子宫吻合术
66.7900x004 输卵管结扎再通术
66.7900x008 腹腔镜下输卵管导丝复通术
66.7901 输卵管成形术
66.7902 输卵管移植术
66.7904 输卵管切断再通术
66.7905 腹腔镜输卵管成形术
66.8x02 腹腔镜输卵管通液术
66.8x03 宫腔镜输卵管通液术
66.9202 单侧输卵管结扎术
66.9203 腹腔镜单侧输卵管结扎术
66.9205 腹腔镜单侧输卵管破坏术
66.9301 输卵管假体置入术
66.9302 输卵管假体置换术
66.9400 输卵管假体去除
66.9500x001 腹腔镜下输卵管甲氨蝶呤注射术[MTX 注射术]
66.9502 腹腔镜输卵管注药术
66.9600 输卵管扩张术
67.2x00 子宫颈锥形切除术
67.2x01 宫腔镜子宫颈锥形切除术
67.3100 子宫颈囊肿袋形缝合术[造袋术]
67.3200x009 子宫颈电凝止血术
67.3903 腹腔镜子宫颈病损切除术
67.3904 子宫颈病损切除术
67.4x00x005 子宫颈切除术
67.4x01 子宫颈部分切除术
67.4x04 子宫颈切除伴阴道缝合术
67.4x08 宫腔镜子宫颈切除术
67.5100 经腹子宫颈环扎术
67.5101 腹腔镜子宫颈环扎术
67.5900x001 希罗德卡手术[SHIRODKAR]
67.5901 经阴道子宫颈环扎术
67.6100 子宫颈裂伤缝合术
67.6901 子宫颈成形术
68.0x00x004 子宫切开探查术
68.0x00x005 子宫切开异物取出术
68.2100x002 子宫内膜粘连松解术
68.2101 宫腔镜子宫内膜粘连松解术
68.2201 子宫隔膜切开术
68.2202 子宫隔膜切除术
68.2203 腹腔镜子宫隔膜切开术
68.2204 宫腔镜子宫隔膜切开术
68.2205 腹腔镜子宫隔膜切除术
68.2206 宫腔镜子宫隔膜切除术
68.2300x005 宫腔镜下子宫内膜热球去除术
68.2302 宫腔镜子宫内膜切除术
68.2900x013 腹腔镜下子宫断蒂止血术
68.2900x035 子宫角部分切除术
68.2900x037 子宫角楔形切除术
68.2900x038 子宫内膜病损烧灼术
68.2900x048 宫腔镜下子宫电凝止血术
68.2903 子宫内膜病损切除术
68.2905 子宫病损射频消融术
68.2906 子宫病损切除术
68.2907 经阴道子宫病损切除术
68.2909 腹腔镜子宫病损电凝术
68.2910 腹腔镜子宫病损射频消融术
68.2911 腹腔镜子宫病损激光切除术
68.2912 腹腔镜子宫病损切除术
68.2913 宫腔镜子宫病损电切术
68.2915 宫腔镜子宫内膜病损切除术
68.2916 宫腔镜子宫内膜成形术
68.2917 宫腔镜子宫病损切除术
68.2918 腹腔镜辅助经阴道子宫病损切除术
68.3100x002 筋膜内子宫切除术[CISH 手术]
68.3101 标准子宫筋膜内子宫切除术
68.3102 腹腔镜子宫次全切除术
68.3104 腹腔镜残角子宫切除术
68.3105 腹腔镜双子宫单侧切除术
68.3106 腹腔镜辅助子宫颈上子宫切除术
68.3900x003 子宫颈上子宫切除术
68.3901 子宫次全切除术
68.3902 子宫部分切除术
68.3903 子宫角切除术
68.3904 子宫楔形切除术
68.3905 残角子宫切除术
68.3906 双子宫单侧切除术
68.3907 双角子宫切除术
68.4100 腹腔镜经腹全子宫切除术
68.4101 腹腔镜经腹子宫扩大切除术
68.4102 腹腔镜经腹筋膜外子宫切除术
68.4103 腹腔镜经腹始基子宫切除术
68.4104 腹腔镜经腹双子宫切除术
68.4900x004 始基子宫切除术
68.4901 经腹全子宫切除术
68.4902 经腹筋膜外全子宫切除术
68.4903 经腹扩大性全子宫切除术
68.4904 经腹子宫广泛切除术
68.4905 经腹双子宫切除术
69.1900x022 腹腔镜下阔韧带病损切除术
69.1901 子宫骶韧带烧灼术
69.1902 子宫骶韧带切除术
69.1903 阔韧带病损切除术
69.1904 子宫韧带病损切除术
69.1905 圆韧带病损切除术
69.1907 腹腔镜子宫韧带病损切除术
69.1908 腹腔镜骶韧带部分切除术
69.1909 腹腔镜子宫韧带病损激光烧灼术
69.2200x006 子宫韧带悬吊术
69.2200x007 腹腔镜下子宫-骶韧带高位悬吊术
69.2200x008 腹腔镜下子宫-骶棘韧带固定术
69.2200x009 腹腔镜下子宫-骶前固定术
69.2200x010 经阴道子宫-骶棘韧带固定术
69.2200x011 经阴道子宫-骶前固定术
69.2200x012 经阴道子宫-骶韧带高位悬吊术
69.2200x013 子宫-骶棘韧带固定术
69.2200x014 子宫-骶前固定术
69.2200x015 子宫-骶韧带高位悬吊术
69.2200x016 腹腔镜下阴道-骶韧带高位悬吊术
69.2200x017 腹腔镜下阴道-骶棘韧带固定术
69.2200x018 腹腔镜下阴道-骶前固定术
69.2200x019 经阴道阴道-骶棘韧带固定术
69.2200x020 经阴道阴道-骶前固定术
69.2200x021 经阴道阴道-骶韧带高位悬吊术
69.2200x022 阴道-骶棘韧带固定术
69.2200x023 阴道骶前固定术
69.2200x024 阴道-骶韧带高位悬吊术
69.2200x025 骶韧带缩短术
69.2200x030 主韧带缩短术
69.2201 曼彻斯特手术
69.2202 子宫颈悬吊术
69.2203 子宫脱垂复位术
69.2204 主韧带悬吊术
69.2205 圆韧带悬吊术
69.2206 子宫骶韧带悬吊术
69.2207 圆韧带缩短术
69.2208 腹腔镜圆韧带缩短术
69.2209 腹腔镜宫骶韧带缩短术
69.2212 腹腔镜子宫悬吊术
69.2300 经阴道慢性子宫内翻修补术
69.2901 子宫韧带修补术
69.4100 子宫裂伤缝合术
69.4200 子宫瘘管闭合术
69.4201 腹腔镜子宫瘘闭合术
69.4900x005 子宫修补术
69.4900x006 宫腔镜下子宫修补术
69.4901 子宫陈旧性产科裂伤修补术
69.4904 宫腔镜子宫陈旧性产科裂伤修补术
69.9500x001 宫颈闭锁切开术
70.1100 处女膜切开术
70.1200x001 后穹窿切开引流术
70.1300 阴道管腔内粘连松解术
70.1400x002 腹腔镜下阴道纵隔切开术
70.1400x007 阴道切开术
70.1400x011 阴道血肿切开引流术
70.1400x012 阴道纵隔切除术
70.1401 阴道隔切断术
70.1403 阴道侧壁切开术
70.1404 阴道闭锁切开术
70.1405 阴道切开异物取出术
70.1406 阴道切开引流术
70.1407 腹腔镜阴道隔切断术
70.1408 宫腔镜阴道隔切断术
70.3200x002 直肠子宫陷凹病损切除术
70.3201 腹腔镜直肠子宫陷凹病损切除术
70.3300x003 阴道病损电切术
70.3305 腹腔镜阴道病损切除术
70.4x00x001 腹腔镜辅助人工阴道切除术
70.4x01 阴道切除术
70.4x02 阴道部分切除术
70.4x03 阴道闭合术
70.4x04 阴道部分闭合术
70.6100 阴道建造术
70.6101 腹腔镜阴道建造术
70.6200x001 人工阴道成形术
70.6200x002 阴道成形术
70.6300x002 腹腔镜下回肠代阴道术
70.6300x003 腹腔镜下乙状结肠代阴道术
70.7300 直肠阴道瘘修补术
70.7600 处女膜缝合术
70.7700x004 腹腔镜下阴道悬吊术
70.7701 阴道悬吊术
70.7703 耻骨梳韧带悬吊术
70.7900x005 阴道断蒂缝合术
70.7900x006 阴道断蒂止血术
70.7901 阴道延长术
70.7902 阴道扩张术
70.7903 阴道缩窄术
70.7905 阴道残端缝合术
70.7906 阴道会阴成形术
70.7907 阴道穹窿修补术
70.7908 阴道陈旧性产科裂伤修补术
70.7909 腹腔镜阴道会阴成形术
70.8x00 阴道穹隆封闭术
70.9100x001 阴道黏膜剥脱术
71.2300x001 前庭大腺造袋术
71.2400x001 前庭大腺病损切除术
71.2400x003 前庭大腺切除术
71.2900x001 前庭大腺瘘管切除术
71.2900x002 前庭大腺造口术
71.3x00x001 大阴唇病损切除术
71.3x00x007 女性会阴部瘢痕切除术
71.3x00x011 外阴病损烧灼术
71.3x00x013 外阴窦道切除术
71.3x00x021 女性会阴皮肤和皮下坏死组织切除清创术
71.3x00x023 女性外阴皮肤和皮下坏死组织切除清创术
71.3x01 会阴病损切除术
71.3x03 外阴部分切除术
71.3x04 外阴病损切除术
71.4x01 阴蒂病损切除术
71.4x02 阴蒂切除术
71.4x03 阴蒂部分切除术
71.4x04 阴蒂成形术
71.6100 单侧外阴切除术
71.6200 双侧外阴切除术
71.7101 外阴裂伤缝合术
71.7900x008 小阴唇成形术
71.7900x012 阴唇黏膜游离移植术
71.7900x013 阴唇成形术
71.7901 外阴成形术
76.0101 下颌骨死骨切除术
76.0102 上颌骨死骨切除术
76.0900x001 面骨切开术
76.0900x003 下颌骨劈开术
76.0900x004 颌骨探查术
76.0901 下颌骨切开引流术
76.0902 上颌骨切开引流术
76.0903 面骨骨折碎片取出术
76.0904 颌骨囊肿开窗引流术
76.0905 面骨开窗术
76.1101 颌骨活组织检查术
76.2x00x014 面骨病损局部切除术
76.2x01 下颌骨病损切除术
76.2x02 上颌骨病损切除术
76.2x03 面骨骨折清创术
76.3100x009 髁突高位切除术
76.3102 半下颌骨切除术
76.3900x003 鼻内窥镜下上颌骨部分切除术
76.3900x013 面骨部分切除术
76.3900x014 上颌骨部分切除伴人工骨置入术
76.3900x016 上颌骨次全切除术
76.3901 上颌骨部分切除伴植骨术
76.3902 上颌骨部分切除术
76.4100 下颌骨全部切除术同时伴重建术
76.4200x002 下颌骨全部切除术
76.4300x003 下颌骨重建术
76.4301 下颌骨缺损修复术
76.4500x003 面骨骨全部切除术
76.4501 眶骨切除术
76.4502 上颌骨全部切除术
76.4503 颧骨全切术
76.4600x001 额骨重建术
76.4600x003 眶外壁重建术
76.4600x004 眉弓重建术
76.4600x005 颧骨重建术
76.4600x007 上颌骨重建术
76.5x00 颞下颌关节成形术
76.5x00x001 关节镜下颞颌关节成形术
76.6100 下颌支闭合性骨成形术[骨切开术]
76.6200 开放性下颌支骨成形术[骨切开术]
76.6300 下颌骨体骨成形术[骨切开术]
76.6400x002 下颌下缘去骨成形术
76.6400x008 下颌角成形术
76.6400x016 下颌根尖下截骨成形术
76.6400x017 下颌矢状劈开术
76.6401 下颌骨成形术
76.6402 下颌骨截骨成形术
76.6403 下颌后退术
76.6404 下颌前徙术
76.6500x004 上颌骨部分骨成形术
76.6500x006 上颌 LEFORTΙ 型分块截骨成形术
76.6500x008 上颌 LEFORTⅡ型分块截骨成形术
76.6500x009 上颌 LEFORTⅢ型截骨成形术
76.6501 上颌骨成形术
76.6502 上颌 LEFORTⅠ型截骨成形术
76.6503 上颌 LEFORTⅡ型截骨成形术
76.6600 上颌骨全骨成形术[骨切开术]
76.6700 颏缩小成形术
76.6800x002 颏成形术
76.6800x003 颏增大成形术
76.6801 颏硅胶植入增大成形术
76.6802 隆颏术
76.6900x003 颧弓降低术
76.6900x004 髁突成形术
76.6901 颌骨修整术
76.6902 面骨成形术
76.6903 颧骨成形术
76.6904 颧弓成形术
76.6905 颧骨增高术
76.7000 面骨骨折复位术
76.7100 颧骨骨折闭合性复位术
76.7200 颧骨骨折开放性复位术
76.7200x001 颧弓骨折切开复位术
76.7201 颧骨骨折切开复位内固定术
76.7300 上颌骨骨折闭合性复位术
76.7300x001 鼻内窥镜下上颌骨骨折闭合复位术
76.7301 上颌骨折闭合复位伴牙弓夹板结扎固定术
76.7400 上颌骨骨折开放性复位术
76.7401 上颌骨骨折切开复位内固定术
76.7500 下颌骨骨折闭合性复位术
76.7501 下颌骨骨折闭合复位伴牙弓夹板结扎固定术
76.7600 下颌骨骨折开放性复位术
76.7601 髁状突骨折切开复位内固定术
76.7602 下颌骨骨折切开复位内固定术
76.7700 牙槽骨折开放性复位术
76.7701 牙槽骨折切开复位内固定术
76.7702 牙槽骨骨折切开复位伴牙齿栓结术
76.7800x001 面骨骨折闭合复位拉力螺钉内固定术
76.7800x003 齿槽骨折闭合复位内固定术
76.7801 眶骨骨折闭合复位术
76.7802 内镜下眶壁骨折整复术
76.7900x001 眶壁骨折切开复位术
76.7900x006 面骨骨折切开复位术
76.7900x013 髁突骨折切开复位内固定术
76.7901 面骨骨折切开复位内固定术
76.7902 眶骨骨折切开复位术
76.7903 眶骨骨折切开复位内固定术
76.9100x002 面骨自体骨植入术
76.9100x004 上颌骨自体骨植入术
76.9100x007 下颌骨自体骨植入术
76.9100x008 眼眶骨片垫高术
76.9100x009 眶骨缺损修复术
76.9101 下颌骨骨移植术
76.9102 上颌骨骨移植术
76.9200x001 面骨硅胶假体置入术
76.9200x003 面骨钛网置入术
76.9200x004 下颌骨钛板置入术
76.9200x005 面部生物材料充填术
76.9200x006 眶骨异质成形物置入术
76.9200x007 面骨钛网修补术
76.9200x008 面骨人工骨置入术
76.9200x009 面骨人工珊瑚置入术
76.9200x010 面骨表面植骨术
76.9200x011 上颌骨钛板置入术
76.9200x012 上颌骨人工假体置入术
76.9200x013 下颌骨人工假体置入术
76.9300 颞下颌脱位闭合性复位术
76.9400 颞下颌脱位开放性复位术
76.9500x003 颞下颌关节病损切除术
76.9500x004 颞下颌关节置换术
76.9500x005 颞颌关节盘切除术
76.9500x006 颞颌髁突切除术
76.9500x007 颞颌关节盘固定术
76.9501 颞下颌关节松解术
76.9701 下颌骨内固定装置取出术
76.9702 上颌骨内固定装置取出术
77.0101 肩胛骨死骨去除术
77.0102 锁骨死骨去除术
77.0103 肋骨死骨去除术
77.0104 胸骨死骨去除术
77.0200 肱骨死骨去除术
77.0301 桡骨死骨去除术
77.0302 尺骨死骨去除术
77.0401 腕骨死骨去除术
77.0402 掌骨死骨去除术
77.0500 股骨死骨去除术
77.0600 髌骨死骨去除术
77.0701 胫骨死骨去除术
77.0702 腓骨死骨去除术
77.0801 跗骨死骨去除术
77.0802 跖骨死骨去除术
77.0900x004 足骨死骨去除术
77.0900x005 坐骨死骨切除术
77.0901 骨盆死骨去除术
77.0902 指骨死骨去除术
77.0903 趾骨死骨去除术
77.0904 椎骨死骨去除术
77.1200x001 肱骨开窗引流术
77.1500x001 股骨颈开窗引流术
77.1500x002 股骨开窗引流术
77.1500x003 股骨头开窗引流术
77.1500x005 股骨髁开窗引流术
77.1500x006 股骨钻孔减压术
77.1501 股骨切开引流术
77.1502 股骨减压术
77.1600x001 髌骨开窗引流术
77.1601 髌骨减压术
77.1700x001 胫骨开窗引流术
77.1701 胫骨切开引流术
77.1702 胫骨减压术
77.1703 腓骨切开引流术
77.1900x001 胫腓骨骺开放术
77.1900x004 椎骨负压引流管置入术
77.1901 骨盆切开引流术
77.1902 指骨切开引流术
77.1903 趾骨切开引流术
77.1904 椎骨切开引流术
77.2100x001 肩胛骨截骨术
77.2100x002 锁骨截骨术
77.2101 肩胛骨楔形截骨术
77.2102 锁骨楔形截骨术
77.2103 肋骨楔形截骨术
77.2104 胸骨楔形截骨术
77.2200x001 肱骨截骨术
77.2200x002 肱骨外科颈部分切骨术
77.2200x003 肱骨髁上截骨术
77.2300x001 尺骨截骨术
77.2300x002 桡骨截骨术
77.2301 桡骨楔形截骨术
77.2302 尺骨楔形截骨术
77.2400x002 掌骨截骨术
77.2401 腕骨楔形截骨术
77.2402 掌骨楔形截骨术
77.2500x001 股骨截骨术
77.2500x002 股骨上端截骨术
77.2500x003 股骨粗隆间截骨术
77.2500x004 股骨粗隆下截骨术
77.2500x005 股骨麦氏截骨术
77.2500x006 股骨髁上截骨术
77.2500x007 股骨下端截骨术
77.2500x008 股骨粗隆部旋转截骨术
77.2500x009 股骨粗隆下内收截骨术
77.2700x001 腓骨截骨术
77.2700x003 胫骨截骨术
77.2701 胫骨楔形截骨术
77.2702 胫骨上端高位截骨术
77.2703 腓骨楔形截骨术
77.2800x001 跗骨截骨术
77.2800x002 跖骨截骨术
77.2801 跗骨楔形切骨术
77.2802 跖骨楔形截骨术
77.2900x001 骨盆截骨术
77.2900x003 指骨截骨术
77.2900x004 椎骨截骨术
77.2900x005 趾骨截骨术
77.2900x006 跟骨截骨术
77.2900x007 髋脱位髋骨截骨术
77.2900x008 髂骨截骨术
77.2901 骨盆楔形截骨术
77.2902 指骨楔形截骨术
77.2903 趾骨楔形截骨术
77.2904 椎骨楔形截骨术
77.4101 肩胛骨活组织检查
77.4102 锁骨活组织检查
77.4103 肋骨活组织检查
77.4104 胸骨活组织检查
77.4200 肱骨活组织检查
77.4301 桡骨活组织检查
77.4302 尺骨活组织检查
77.4401 腕骨活组织检查
77.4402 掌骨活组织检查
77.4500 股骨活组织检查
77.4600 髌骨活组织检查
77.4701 胫骨活组织检查
77.4702 腓骨活组织检查
77.4801 跗骨活组织检查
77.4802 跖骨活组织检查
77.4900x004 跟骨活检术
77.4900x005 距骨活检术
77.4900x006 楔骨活检术
77.4900x007 髂骨活检术
77.4901 骨盆活组织检查
77.4902 指骨活组织检查
77.4903 趾骨活组织检查
77.4904 椎骨活组织检查
77.5100 ？囊肿切除术伴软组织矫正术和第一跖骨切开术
77.5200 ？囊肿切除术伴软组织矫正术和关节固定术
77.5301 MCBRIDE 手术
77.5400x001 小趾囊肿切除矫正术
77.5600x002 锤状趾矫正术
77.5700x001 爪形趾矫正术
77.5800x007 巨趾矫正术
77.5801 翘趾修补术
77.5802 叠交趾修补术
77.5900x001 ？囊切除术
77.5900x002 凯勒手术(KELLER 术)
77.6100x008 胸廓骨病损切除术
77.6101 肩胛骨病损切除术
77.6102 锁骨病损切除术
77.6103 肋骨病损切除术
77.6104 胸骨病损切除术
77.6201 肱骨病损切除术
77.6301 桡骨病损切除术
77.6302 尺骨病损切除术
77.6401 腕骨病损切除术
77.6402 掌骨病损切除术
77.6501 股骨病损切除术
77.6601 髌骨病损切除术
77.6701 胫骨病损切除术
77.6702 腓骨病损切除术
77.6801 跗骨病损切除术
77.6802 跖骨病损切除术
77.6900x001 耻骨病损切除术
77.6900x004 骶骨病损切除术
77.6900x007 跟骨病损切除术
77.6900x013 踝骨病损切除术
77.6900x025 髂骨病损切除术
77.6900x032 胸椎病损切除术
77.6900x039 腰椎病损切除术
77.6900x047 足骨病损切除术
77.6900x055 颈椎病损切除术
77.6900x056 骶椎病损切除术
77.6901 骨盆病损切除术
77.6903 趾骨病损切除术
77.6904 椎骨病损切除术
77.7101 肩胛骨切除术用作移植物
77.7102 肋骨切除术用作移植物
77.7200 肱骨切除术用作移植物
77.7301 桡骨切除术用作移植物
77.7302 尺骨切除术用作移植物
77.7701 胫骨切除术用作移植物
77.7702 腓骨切除术用作移植物
77.7900x001 跟骨取骨术
77.7900x005 椎骨取骨术
77.7901 髂骨切除术用作移植物
77.8100x007 第一肋骨部分切除术
77.8100x009 多根肋骨切除术
77.8101 肩胛骨部分切除术
77.8102 肩峰切除术
77.8103 肋骨部分切除术
77.8104 锁骨部分切除术
77.8105 锁骨头切除术
77.8106 胸骨部分切除术
77.8107 剑突切除术
77.8200 肱骨部分骨切除术
77.8200x002 肱骨髁部分切除术
