包含以下主要手术或操作：
00.0300 周围血管治疗性超声
45.7304 升结肠切除术
45.7400x003 横结肠切除术
45.7401 横结肠部分切除术
45.7500 左半结肠切除术
45.7500 左半结肠切除术
45.7500x001 降结肠部分切除术
45.7501 左半结肠根治性切除术
45.7600x008 乙状结肠切除术
45.7601 乙状结肠部分切除术
45.7900x001 结肠次全切除术
45.7900x002 巨结肠切除术
45.7901 结肠部分切除术
45.7902 小肠结肠部分切除术
45.8100 腹腔镜腹内全结肠切除术
45.8100x001 腹腔镜下结肠次全切除术
45.8200 开放性腹内全结肠切除术
45.9100x006 小肠-小肠端侧吻合术
45.9100x008 空肠-空肠端侧吻合术
45.9101 空肠空肠吻合术
45.9102 回肠回肠吻合术
45.9103 十二指肠空肠吻合术
45.9104 空肠回肠吻合术
45.9200 小肠直肠残端吻合术
45.9300x012 小肠-升结肠吻合术
45.9300x013 小肠-大肠吻合术
45.9300x014 小肠-结肠吻合术
45.9300x015 回肠贮袋肛管吻合术
45.9301 回肠-横结肠吻合术
45.9302 回肠-降结肠吻合术
45.9303 回肠-盲肠吻合术
45.9304 回肠-升结肠吻合术
45.9305 回肠-乙状结肠吻合术
45.9306 回肠-直肠吻合术
45.9307 空肠-横结肠吻合术
45.9308 空肠-降结肠吻合术
45.9309 空肠-升结肠吻合术
45.9310 空肠-乙状结肠吻合术
45.9400x004 降结肠-乙状结肠吻合术
45.9400x009 盲肠-乙状结肠吻合术
45.9400x012 升结肠-乙状结肠吻合术
45.9400x016 横结肠-直肠吻合术
45.9401 横结肠-降结肠吻合术
45.9402 横结肠-乙状结肠吻合术
45.9403 降结肠-直肠吻合术
45.9404 结肠-直肠吻合术
45.9405 乙状结肠-直肠吻合术
45.9406 升结肠-横结肠吻合术
45.9407 升结肠-降结肠吻合术
45.9408 升结肠-直肠吻合术
45.9501 结肠-肛门吻合术
45.9502 回肠-肛门吻合术
45.9503 降结肠-肛门吻合术
45.9504 乙状结肠-肛门吻合术
46.0100 小肠外置术
46.0100x001 回肠外置术
46.0101 十二指肠外置术
46.0102 襻式回肠造口术
46.0300x001 肠外置术[Mikulicz 手术]
46.0300x003 盲肠外置术
46.0300x004 结肠旷置术
46.0301 肠外置术（一期）
46.0302 襻式结肠造口术
46.0400x002 肠外置段的切除术
46.0402 结肠襻切除术
46.1000 结肠造口术
46.1000x007 腹腔镜下结肠造口术
46.1100 暂时性结肠造口术
46.1100x002 腹腔镜下结肠暂时性造口术
46.1300 永久性结肠造口术
46.1301 腹腔镜乙状结肠永久性造口术
46.1400 结肠造口的延迟性切开
46.2100 暂时性回肠造口术
46.2300x001 回肠永久性造口术
46.2301 腹腔镜永久性回肠造口术
46.2400 回肠造口的延迟性切开
46.3900x002 空肠造口术
46.3900x006 腹腔镜下十二指肠造口术
46.3900x007 腹腔镜下小肠造口术
46.3901 空肠(营养性)造口术
46.3902 十二指肠造口术
46.3903 输入襻造口术
46.3904 小肠造口术
46.3905 腹腔镜空肠造口术
46.4100 小肠造口修复术
46.4101 回肠造口修复术
46.4102 空肠造口修复术
46.4103 回肠造口周围疝修补术
46.4200 结肠造口周围疝修补术
46.4201 腹腔镜结肠造口周围疝修补术
46.4202 腹腔镜结肠造口周围疝无张力成形术
46.4300x004 横结肠造口重建术
46.4300x005 结肠造口扩大术
46.4301 结肠造口修复术
46.4302 横结肠造口修复术
46.4303 降结肠造口修复术
46.5100x002 回肠造口还纳术
46.5100x004 空肠造口还纳术
46.5100x006 小肠造口还纳术
46.5101 回肠造口闭合术
46.5102 空肠造口闭合术
46.5200x006 结肠造口还纳术
46.5200x010 乙状结肠造口还纳术
46.5200x011 横结肠造口还纳术
46.5201 盲肠造口闭合术
46.5202 结肠造口闭合术
46.5203 乙状结肠造口闭合术
46.5204 横结肠造口闭合术
46.6200x003 小肠排列术
46.6200x004 小肠外排列术
46.6201 小肠折叠术[Noble 手术]
46.6301 盲肠-升结肠固定术
46.6302 乙状结肠-腹壁固定术[Moschowitz 手术]
46.6401 盲肠固定术
46.6402 乙状结肠固定术
46.6403 结肠固定术
46.7100 十二指肠裂伤缝合术
46.7200 十二指肠瘘的闭合术
46.7300x005 小肠破裂修补术
46.7301 空肠裂伤修补术
46.7302 回肠裂伤修补术
46.7303 腹腔镜小肠裂伤修补术
46.7400x004 小肠瘘修补术
46.7401 小肠-小肠吻合口瘘修补术
46.7402 小肠-大肠吻合口瘘修补术
46.7403 空肠瘘修补术
46.7404 小肠腹壁瘘切除术
46.7405 小肠-乙状结肠瘘切除术
46.7500x004 结肠破裂修补术
46.7501 横结肠裂伤修补术
46.7502 乙状结肠裂伤修补术
46.7503 盲肠裂伤修补术
46.7504 升结肠裂伤修补术
46.7505 降结肠裂伤修补术
46.7506 腹腔镜下结肠裂伤修补术
46.7601 乙状结肠瘘修补术
46.7602 盲肠瘘修补术
46.7603 结肠瘘修补术
46.7604 腹腔镜下结肠瘘修补术
46.7900x009 腹腔镜下十二指肠成形术
46.7901 肠穿孔修补术
46.7902 十二指肠成形术
46.7903 小肠浆膜修补术
46.7904 十二指肠憩室修补术
46.8101 小肠扭转复位术
46.8102 小肠套叠复位术
46.8201 大肠扭转复位术
46.8202 大肠套叠复位术
46.9100 乙状结肠肌切开术
46.9200x001 结肠肌切开术
46.9201 结肠隔膜切开术
46.9300x001 十二指肠空肠吻合口切除术
46.9301 空肠回肠吻合口切除术
46.9400 大肠吻合口修复术
46.9401 直肠吻合口狭窄切开术
47.0100 腹腔镜下阑尾切除术
47.0901 阑尾切除术
47.0902 阑尾残端切除术
47.0903 阑尾病损切除术
47.1100 腹腔镜下附带阑尾切除术
47.1900x001 附带阑尾切除术
47.2x00 阑尾脓肿引流术
47.2x01 腹腔镜下阑尾脓肿引流术
47.9100 阑尾造口术
47.9200 阑尾瘘管闭合术
47.9901 阑尾内翻包埋术
48.0x00x002 直肠切开引流术
48.0x00x003 直肠切开探查术
48.0x01 直肠减压术
48.0x02 肛门闭锁减压术
48.0x03 直肠直线切开术[PANAS]
48.0x04 直肠脓肿切开引流术
48.1x00 直肠造口
48.2101 手术中直肠乙状结肠镜检查术
48.2500 开放性直肠活组织检查
48.3101 直肠病损根治性电凝固术
48.3200x003 直肠病损电凝术
48.3201 直肠病损电切术
48.3301 直肠病损激光切除术
48.3501 直肠病损切除术
48.3502 经肛门直肠病损切除术
48.3504 经阴道直肠病损切除术
48.3505 直肠后壁病损切除术
48.3506 Kraske 术
48.3507 腹腔镜直肠病损切除术
48.3600x007 经肛门内镜下直肠病变微创手术~~[TEM]
48.3601 直肠息肉切除术
48.4101 直肠黏膜下切除术
48.4102 经肛门直肠黏膜环切术
48.4103 直肠黏膜下环切术
48.4104 直肠内拖出切除术
48.4105 直肠粘膜切除术
48.4106 腹腔镜直肠黏膜下切除术
48.4900x002 直肠切除术[Swenson 手术]
48.4900x003 直肠-腹-会阴拖出切除术
48.4901 会阴-直肠拖出术
48.4902 经前会阴超低位直肠切除术
48.4903 腹腔镜辅助经前会阴超低位直肠切除术
48.4904 斯文林直肠切除术
48.4905 Bacon-Black 术
48.5900x001 直肠全部切除术
48.6200 直肠前切除术同时伴结肠造口术
48.6201 腹腔镜下直肠前切除伴结肠造口术
48.6301 直肠前切除术
48.6400x001 经骶尾直肠切除术
48.6500x001 腹-会阴拖出术
48.6902 直肠部分切除术
48.6903 直肠-乙状结肠切除术
48.6904 直肠乙状结肠部分切除术
48.6905 直肠切除术
48.7100 直肠裂伤缝合术
48.7101 腹腔镜直肠破裂修补术
48.7200 直肠造口闭合术
48.7300x001 会阴-直肠瘘闭合术
48.7301 会阴直肠瘘修补术
48.7302 肛门直肠瘘修补术
48.7303 直肠瘘修补术
48.7400 直肠直肠吻合术
48.7401 经肛门吻合器直肠切除术
48.7600x001 直肠固定术
48.7600x002 直肠骶骨上悬吊术
48.7600x008 直肠黏膜悬吊术
48.7602 直肠脱垂德洛姆修补术
48.7900x003 直肠修补术
48.7901 陈旧性产科直肠裂伤修补术
48.9100 直肠狭窄切开术
49.5901 肛管内括约肌切开术
49.7100 肛门裂伤缝合术
49.7200 肛门环扎术
49.7301 肛瘘挂线术
49.7302 肛瘘结扎术
49.7400x001 股薄肌移植肛门失禁矫正术
49.7501 人工肛门括约肌植入术
49.7502 人工肛门括约肌修复术
49.7600 人工肛门括约肌去除
49.7900x005 肛门括约肌修补术
49.7901 肛门陈旧性产科裂伤修补术
49.7902 肛门括约肌成形术
49.7903 肛门成形术
49.7904 腹腔镜下肛门成形术
49.9901 肛管皮肤移植术
50.0x00x004 腹腔镜下肝切开引流术
50.0x00x008 肝被膜下血肿清除术
50.0x00x016 肝探查术
50.0x01 肝切开引流术
50.0x02 肝切开异物取出术
50.0x03 腹腔镜下肝囊肿开窗引流术
50.0x04 腹腔镜下肝脓肿切开引流术
50.0x05 腹腔镜下肝异物去除术
50.1200 开放性肝活组织检查
50.1400 腹腔镜下肝活组织检查
50.2200 部分肝切除术
50.2200x003 肝Ⅱ段切除术
50.2200x004 肝Ⅲ段切除术
50.2200x005 肝Ⅳ段切除术
50.2200x006 肝Ⅴ段切除术
50.2200x007 肝Ⅵ段切除术
50.2200x008 肝Ⅶ段切除术
50.2200x009 肝Ⅷ段切除术
50.2201 肝楔形切除术
50.2202 肝段切除术
50.2203 腹腔镜下肝段切除术
50.2204 腹腔镜下肝楔形切除术
50.2205 腹腔镜下肝部分切除术
50.2206 腹腔镜下活体取肝术
50.2301 肝病损微波消融术
50.2302 肝病损射频消融术
50.2303 胆囊床病损射频消融术
50.2501 腹腔镜下肝病损微波消融术
50.2502 腹腔镜下肝病损射频消融术
50.2503 腹腔镜超声引导下肝病损射频消融术
50.2901 肝病损氩氦刀治疗术
50.2902 肝病损冷冻治疗术
50.2903 肝病损酒精固化治疗术
50.2904 肝病损离体切除术
50.2905 肝病损破坏术
50.2906 肝病损超声刀治疗
50.2907 肝病损微波治疗
50.2908 肝病损切除术
50.2909 腹腔镜下肝病损切除术
50.2910 腹腔镜下肝病损烧灼术
50.3x01 右半肝切除术
50.3x02 左半肝切除术
50.3x03 肝叶部分切除术
50.3x04 全肝叶切除术伴其他肝叶部分切除术
50.3x05 腹腔镜下肝叶切除术
50.3x06 腹腔镜下半肝切除术
50.4x00 全肝切除术
50.6101 肝破裂修补术
50.6900x002 肝修补术
50.6901 肝固定术
50.9900x003 肝止血术
51.0300x002 胆囊造口术
51.0301 腹腔镜下胆囊造口术
51.0400x004 胆囊引流术
51.0400x006 浅式胆囊取石术
51.0400x008 胆道镜下碎石取石术
51.0402 胆囊切开引流术
51.0405 腹腔镜下胆囊切开取石术
51.1104 腹腔镜下胆总管探查术
51.1105 腹腔镜下胆道造影术
51.2100 部分胆囊切除术
51.2200 胆囊切除术
51.2200x004 胆囊扩大切除术
51.2201 残余胆囊切除术
51.2300 腹腔镜下胆囊切除术
51.2301 腹腔镜下残余胆囊切除术
51.2400 腹腔镜下部分胆囊切除术
51.3100 胆囊肝管吻合术
51.3201 胆囊空肠吻合术
51.3202 胆囊十二指肠吻合术
51.3203 腹腔镜下胆囊空肠吻合术
51.3204 腹腔镜下胆囊十二指肠吻合术
51.3400 胆囊胃吻合术
51.3601 胆总管空肠吻合术
51.3602 胆总管十二指肠吻合术
51.3700x001 腹腔镜下肝门-空肠吻合术
51.3700x002 腹腔镜下肝门-肠吻合术
51.3700x003 肝胆管-空肠吻合术
51.3700x007 肝门-空肠吻合术
51.3701 肝总管空肠吻合术
51.3702 肝管胃吻合术
51.3703 肝管十二指肠吻合术
51.3704 肝管空肠吻合术
51.3900x005 胆管吻合术
51.3900x008 胆管-胰吻合术
51.3901 胆管空肠吻合术
51.3902 胆管十二指肠吻合术
51.3903 胆总管胃空肠吻合术
51.3904 胆管肝管空肠吻合术
51.3905 胆总管胃吻合术
51.3906 胆管胃吻合术
51.3907 腹腔镜下胆管空肠吻合术
51.4100x001 胆总管切开取石术
51.4201 胆总管切开异物取出术
51.4202 胆总管切开减压术
51.4301 肝胆总管吻合术
51.4302 肝管支架置入术
51.4303 胆总管支架置入术
51.4304 胆管支架置入术
51.4900x002 胆管切开取石术
51.4900x003 胆总管切开取栓术
51.4901 肝管切开取石术
51.4902 胆肠吻合口切开取石术
51.4903 胆管切开取石术（伴 T 管引流）
51.4904 肝总管切开取石术
51.4905 胆管切开取栓术
51.5100 胆总管探查术
51.5101 胆总管切开引流术
51.5102 胆总管切开支架取出术
51.5900x001 超声引导下胆管穿刺引流术
51.5900x005 胆管引流术
51.5900x006 腹腔镜下胆道探查术
51.5900x008 肝内胆管引流术
51.5900x009 内镜下胆道异物去除术
51.5901 肝管切开引流术
51.5902 肝管切开探查术
51.5903 胆管切开探查术
51.5904 肝总管切开探查术
51.6100x001 残余胆囊管切除术
51.6200x002 法特壶腹切除术
51.6201 法特氏壶腹病损切除术
51.7101 胆总管裂伤缝合术
51.7200x001 胆总管修补术
51.7201 胆总管瘘修补术
51.7202 胆总管-肠吻合口拆除术
51.7203 胆总管球囊扩张术
51.7204 胆总管扩张术
51.7900x002 胆管成形术
51.7900x005 胆管修补术
51.7901 肝管成形术
51.7902 胆管空肠吻合口闭合术
51.7903 带蒂肠片肝管成形术
51.7904 胆管瘘修补术
51.7906 肝总管修补术
51.8100 奥狄氏括约肌扩张
51.8101 法特氏壶腹扩张术
51.9100 胆囊裂伤的修补术
51.9101 腹腔镜下胆囊破裂修补术
51.9200 胆囊造口闭合术
51.9300x001 胆囊-空肠瘘切除术
51.9301 胆囊瘘修补术
51.9302 胆囊空肠瘘修补术
51.9303 胆囊十二指肠瘘修补术
51.9304 胆囊结肠瘘修补术
51.9305 胆囊胃瘘修补术
51.9401 胆管吻合口重建术
51.9500 胆管假体装置去除
51.9800x010 经皮胆管支架置入术
51.9901 胆道内假体置换术
52.1200 开放性胰腺活组织检查
52.1302 腹腔镜下胰腺探查
52.2101 腹腔镜下胰腺病损切除术
52.2102 超声内镜下胰腺无水酒精注射术
52.2201 胰腺病损切除术
52.3x00 胰囊肿袋形缝合术[造袋术]
52.4x00x004 胰腺囊肿引流术
52.4x03 胰腺囊肿空肠吻合术
52.5100x001 胰近端切除伴十二指肠切除术
52.5101 胰头切除术
52.5102 胰头伴部分胰体切除术
52.5103 胰头十二指肠切除术
52.5104 胰头部分切除术
52.5201 胰尾切除术
52.5202 胰尾伴部分胰体切除术
52.5203 胰尾部分切除术
52.5205 腹腔镜下胰尾伴部分胰体切除术
52.5206 腹腔镜下胰体胰尾病损切除术
52.5300 根治性胰腺次全切除术
52.5301 腹腔镜根治性胰体尾切除术
52.5901 胰腺部分切除术
52.5902 胰腺十二指肠部分切除术
52.5903 胰腺节段切除术
52.5904 胰体尾切除术
52.5905 腹腔镜胰腺部分切除术
52.5906 腹腔镜胰腺中段切除术
52.6x01 胰腺全部切除伴十二指肠切除术
52.7x00 根治性胰十二指肠切除术
52.7x00x003 胰腺根治性切除术
52.7x01 腹腔镜下胰十二指肠根治术
52.9201 胰管支架置入术
52.9500x001 胰瘘管切除术
52.9500x002 胰尾修补术
52.9501 胰腺裂伤缝合术
52.9502 胰管修补术
52.9503 胰腺瘘修补术
52.9504 胰腺修补术
52.9601 胰腺管空肠吻合术
52.9602 胰腺管胃吻合术
52.9603 胰腺管回肠吻合术
52.9604 胰腺管十二指肠吻合术
52.9605 腹腔镜下胰胃吻合术
53.8000x001 经胸膈疝修补术
53.8001 经胸食管裂孔疝修补术
53.8100x001 膈肌折叠术
53.8300x001 胸腔镜下膈疝修补术
54.0x00x001 骶部脓肿切开引流术
54.0x00x002 腹壁窦道切开引流术
54.0x00x004 腹壁脓肿切开引流术
54.0x00x006 腹膜外脓肿切开引流术
54.0x00x010 腹壁血肿清除术
54.0x00x013 腹股沟脓肿切开引流术
54.0x00x018 腹膜后脓肿切开引流术
54.0x00x021 腹膜外血肿清除术
54.0x00x022 脐脓肿切开引流术
54.0x00x023 髂窝积液清除术
54.0x00x024 髂窝脓肿切开引流术
54.0x00x025 髂窝血肿切开引流术
54.0x01 腹股沟探查术
54.0x02 腹壁切开引流术
54.0x03 腹壁异物取出术
54.0x04 腹股沟切开引流术
54.0x05 脐切开引流术
54.0x06 髂窝切开引流术
54.0x07 腹膜外切开引流术
54.0x08 腹膜后切开引流术
54.1100 开腹探查术
54.1101 腹腔镜中转剖腹探查术
54.1201 再开腹探查术
54.1202 近期开腹术后腹腔止血术
54.1900x001 腹部血肿去除术
54.1900x005 腹腔镜下腹腔积血清除术
54.1900x006 腹腔镜下男性盆腔脓肿切开引流术
54.1900x010 腹腔脓肿切开引流术
54.1900x011 腹腔血肿清除术
54.1900x023 男性盆腔血肿清除术
54.1901 腹膜后血肿清除术
54.1902 腹膜血肿清除术
54.1903 腹腔切开引流术
54.1904 膈下脓肿切开引流术
54.1905 男性盆腔切开引流术
54.1906 网膜切开术
54.1907 腹腔出血止血术
54.1909 肠系膜血肿清除术
54.2100 腹腔镜检查
54.3x00x010 腹壁伤口扩创术
54.3x00x011 腹壁伤口清创术
54.3x03 腹股沟病损切除术
54.3x04 脐切除术
54.3x06 腹壁清创术
54.5100 腹腔镜下腹膜粘连松解术
54.5100x005 腹腔镜下腹腔粘连松解术
54.5100x009 腹腔镜下盆腔粘连松解术
54.5101 腹腔镜下肠粘连松解术
54.5103 腹腔镜下盆腔腹膜粘连松解术
54.5900x007 盆腔腹膜粘连松解术
54.5901 腹腔粘连松解术
54.5902 腹膜粘连松解术
54.5903 肠粘连松解术
54.5904 盆腔粘连松解术
54.5906 阑尾周围粘连松解术
54.6101 腹壁切口裂开缝合术
54.6301 腹壁裂伤缝合术
54.6400 腹膜缝合术
54.6401 网膜裂伤缝合术
54.7100 腹裂（畸形）修补术
54.7200x001 腹壁补片修补术
54.7300x001 腹膜组织修补术
54.7301 腹膜后组织修补术
54.7302 胃结肠韧带缝合术
54.7400x001 大网膜包肝术
54.7400x002 大网膜包肾术
54.7400x003 大网膜还纳术
54.7400x004 大网膜内移植术
54.7400x005 大网膜修补术
54.7400x006 生物大网膜移植术
54.7401 网膜固定术
54.7402 网膜缝合术
54.7403 网膜移植术
54.7404 网膜扭转复位术
54.7405 异体大网膜移植术
54.7500x002 肠系膜修补术
54.7501 肠系膜固定术
54.7502 肠系膜折叠术
54.9201 腹腔切开异物取出术
54.9202 腹腔镜下腹腔异物取出术
54.9300x001 腹壁造口术
54.9500 腹膜切开术
54.9500x004 脑室-腹腔引流管腹腔端修正术
54.9501 拉德手术
54.9502 脑室-腹腔分流修复术
54.9900x010 腹腔镜下盆腔病损切除术
54.9900x017 盆腔补片术
55.0101 肾探查术
55.0108 移植肾探查术
55.0109 腹腔镜下肾探查术
55.0200 肾造口术
55.0201 腹腔镜下肾造口术
55.0300x005 经皮肾造口术
55.1100x001 肾盂切开探查术
55.1200 肾盂造口术
55.1200x001 肾盂内 T 管引流术
55.4x00 部分肾切除术
55.4x01 肾楔形切除术
55.4x02 肾盂部分切除术
55.4x03 腹腔镜下肾部分切除术
55.4x04 肾盂切除术
55.4x05 肾盏切除术
55.5100 肾输尿管切除术
55.5101 单侧肾切除术
55.5102 供肾取肾术
55.5103 腹腔镜下单侧肾切除术
55.5104 腹腔镜下单侧肾输尿管切除术
55.5105 腹腔镜供肾取肾术
55.5106 腹腔镜膀胱镜下肾输尿管切除术
55.5200 残留肾切除术
55.5201 孤立肾切除术
55.5300x001 移植肾切除术
55.5400 双侧肾切除术
55.5401 腹腔镜下双侧肾切除术
55.7x00 肾固定术
55.8101 肾裂伤修补术
55.8102 移植肾破裂修补术
55.8201 肾盂造口闭合术
55.8202 肾造口闭合术
55.8500 马蹄形肾联合部切开术
55.8501 腹腔镜马蹄肾峡部分离术
55.8601 移植肾输尿管膀胱吻合术
55.8602 肾盂输尿管吻合术
55.8603 肾盏输尿管吻合术
55.8605 肾盂输尿管膀胱吻合术
55.8606 腹腔镜下肾盂输尿管吻合术
55.8701 肾盂成形术
55.8702 肾盂输尿管成形术
55.8703 腹腔镜下肾盂输尿管成形术
55.8704 腹腔镜下肾盂成形术
55.8900x002 供体肾修整术
55.8901 肾修补术
55.9701 机械肾植入术
55.9702 机械肾置换术
55.9800 机械肾去除
55.9901 肾折叠术
55.9902 肾蒂淋巴管离断术
56.1x00x001 输尿管口切开术
56.1x01 膀胱镜下输尿管口切开术
56.2x00x002 经皮肾镜输尿管内切开术
56.2x00x007 输尿管切开探查术
56.2x02 输尿管切开异物取出术
56.2x03 输尿管切开引流术
56.2x04 腹腔镜下输尿管切开取石术
56.4100x008 膀胱镜下输尿管病损切除术
56.4101 输尿管病损切除术
56.4104 输尿管缩短伴再植术
56.4106 内镜下输尿管病损切除术
56.4200 输尿管全部切除术
56.5101 乙状结肠膀胱腹壁造口术
56.5102 回肠输尿管皮肤造口术
56.5200x001 输尿管-回肠皮肤造口修正术
56.6100x001 输尿管-皮肤造口术
56.6100x003 输尿管造口术
56.7100x002 输尿管-乙状结肠吻合术
56.7101 输尿管-回肠吻合术
56.7102 输尿管-结肠吻合术
56.7103 输尿管-直肠吻合术
56.7104 输尿管-阑尾吻合术
56.7105 输尿管-空肠吻合术
56.7200 输尿管肠吻合术的修复术
56.7300 肾膀胱吻合术
56.7400 输尿管膀胱吻合术
56.7401 用膀胱补片的输尿管置换术
56.7402 腹腔镜下输尿管膀胱吻合术
56.7501 左右输尿管吻合术
56.8100 输尿管管腔内粘连松解术
56.8300 输尿管造口闭合术
56.8400x001 输尿管瘘修补术
56.8401 输尿管阴道瘘修补术
56.8600 输尿管结扎去除术
56.8900x001 肠管代输尿管术
56.8901 输尿管成形术
56.8902 输尿管移植术
56.8903 输尿管延长术
56.8904 输尿管复位术
56.8905 空肠代输尿管术
56.8906 回肠代输尿管术
56.8908 腹腔镜下输尿管成形术
56.9500 输尿管结扎术
56.9500x001 腹腔镜下输尿管结扎术
57.1200 膀胱切开的膀胱腔内粘连松解术
57.1700x001 超声引导下耻骨上膀胱造口导尿管~~插入术
57.1701 经皮耻骨上膀胱造口导尿管插入术
57.1800x001 耻骨上膀胱造口导尿管插入术
57.1901 膀胱探查术
57.1902 膀胱切开取石术
57.1903 膀胱切开异物取出术
57.1904 膀胱切开引流术
57.1905 膀胱切开血块清除术
57.2100 膀胱造口术
57.6x00 部分膀胱切除术
57.6x01 膀胱大部切除术
57.6x02 膀胱穹隆切除术
57.6x03 膀胱楔形切除术
57.6x04 膀胱三角区切除术
57.6x05 膀胱袖状切除术
57.6x06 腹腔镜下膀胱部分切除术
57.7100 根治性膀胱切除术
57.7101 膀胱尿道全切除术
57.7102 男性盆腔脏器去除术
57.7103 腹腔镜下膀胱根治切除术
57.7900x001 膀胱全切除术
57.7901 腹腔镜下全膀胱切除术
57.8100 膀胱裂伤缝合术
57.8200 膀胱造口闭合术
57.8301 膀胱回肠瘘修补术
57.8302 膀胱乙状结肠瘘修补术
57.8303 膀胱结肠瘘修补术
57.8304 膀胱直肠瘘修补术
57.8305 膀胱阴道直肠瘘修补术
57.8401 膀胱瘘修补术
57.8402 膀胱阴道瘘修补术
57.8404 膀胱子宫瘘修补术
57.8701 回肠代膀胱术
57.8704 直肠代膀胱术
57.8706 乙状结肠代膀胱术
57.8900x001 膀胱修补术
57.8903 膀胱悬吊术
57.9300x001 膀胱术后出血止血术
57.9301 经尿道膀胱电凝止血术
58.0x00x003 尿道切开探查术
58.0x01 尿道切开取石术
58.0x02 尿道会阴造口术
58.0x03 尿道切开异物取出术
58.1x01 尿道外口切开术
58.3901 尿道病损切除术
58.3902 尿道瓣膜切除术
58.3903 尿道切除术
58.3904 尿道部分切除术
58.3906 尿道口病损切除术
58.4100 尿道裂伤缝合术
58.4200 尿道造口闭合术
58.4301 尿道瘘修补术
58.4302 尿道阴道瘘修补术
58.4303 尿道直肠瘘修补术
58.4304 尿道会阴瘘修补术
58.4305 腹腔镜下尿道瘘修补术
58.4400 尿道再吻合术
58.4400x001 尿道拖入术
58.4401 尿道吻合术
58.4600x001 膀胱粘膜瓣代尿道成形术
58.4600x002 颊粘膜代尿道成形术
58.4600x003 结肠粘膜代尿道成形术
58.4600x004 回肠粘膜代尿道成形术
58.4600x005 阴唇皮瓣代尿道成形术
58.4600x006 包皮皮肤代尿道成形术
58.4600x007 舌黏膜代尿道成形术
58.4600x008 唇黏膜代尿道成形术
58.4601 尿道建造术
58.4900x003 尿道修补术
58.4900x005 会阴阴囊皮瓣尿道成形术
58.4901 尿道成形术
58.4902 尿道折叠术
58.5x00 尿道狭窄松解术
58.5x00x002 经尿道尿道切开术
58.5x01 尿道括约肌切开术
58.5x02 内镜下尿道内口切开术
58.5x03 尿道内口切开术
58.6x01 尿道会师术
58.6x03 前列腺尿道记忆金属支架置入术
58.9300 人工尿道括约肌[AUS]置入
58.9901 可膨胀的尿道括约肌去除术
59.0201 输尿管狭窄松解术
59.0301 腹腔镜下输尿管狭窄松解术
59.0303 腹腔镜下输尿管周围粘连松解术
59.0902 肾周血肿清除术
59.0903 肾周区域探查术
59.1100x001 膀胱周围粘连松解术
59.1901 膀胱周围探查术
59.1902 耻骨后探查术
59.2101 肾周活组织检查
59.2102 膀胱周围活组织检查
60.9300 前列腺修补术
60.9400x001 前列腺术后止血术
61.3x02 阴囊部分切除术
61.4102 阴囊裂伤缝合术
61.4201 阴囊输精管瘘修补术
61.4202 阴囊皮肤瘘修补术
61.4900x002 鞘膜高位结扎术
61.4902 阴囊修补术
61.4904 睾丸鞘膜翻转术
61.4905 腹腔镜下鞘状突高位结扎术
61.9900 阴囊和睾丸鞘膜的其他手术
62.0x00x001 睾丸切开探查术
62.0x01 腹腔镜下隐睾探查术
62.0x02 睾丸切开引流术
62.0x03 睾丸切开异物取出术
62.3x00 单侧睾丸切除术
62.3x01 单侧睾丸附睾切除术
62.3x02 单侧睾丸部分切除术
62.3x03 单侧隐睾切除术
62.3x04 腹腔镜下单侧隐睾切除术
62.4100x004 双侧睾丸切除术
62.4101 双侧睾丸附睾切除术
62.4102 双侧睾丸根治性切除术
62.4104 双侧隐睾切除术
62.4105 腹腔镜下双侧隐睾切除术
62.6100 睾丸裂伤缝合术
62.6900x001 睾丸修补术
62.6901 睾丸移植术
63.5100 精索和附睾裂伤缝合术
63.5101 精索裂伤缝合术
63.5201 睾丸扭转复位术
63.5202 精索扭转复位术
63.5203 睾丸附件扭转复位术
63.5300 精索移植术
63.5900 精索和附睾的其他修补术
63.6x00x001 输精管探查术
63.6x00x002 尿道镜下射精管口取石术
63.6x01 输精管造口术
63.7300 输精管切除术
63.7300x003 输精管病损切除术
63.7301 输精管部分切除术
63.8100 输精管和附睾裂伤的缝合术
63.8101 输精管裂伤的缝合术
63.8102 附睾裂伤的缝合术
63.8102 附睾裂伤的缝合术
63.8200x001 输精管吻合术
63.8300 附睾输精管吻合术
64.3x01 阴茎部分切除术
64.3x02 阴茎全部切除术
64.4100 阴茎裂伤缝合术
64.4300 阴茎建造术
64.4400 阴茎重建术
64.4500 阴茎再植术
64.4500x002 阴茎海绵体断裂修补术
64.4901 阴茎矫直术
64.4902 阴茎延长术
64.4903 阴茎增粗术
64.4904 阴茎海绵体白膜修补术
64.4905 转移皮瓣阴茎修补术
65.7300x001 输卵管-卵巢成形术
65.7400 腹腔镜卵巢单纯缝合术
65.7500 腹腔镜卵巢再植入
65.7600 腹腔镜输卵管卵巢成形术
65.7900x008 腹腔镜下卵巢破裂修补术
65.7900x009 腹腔镜下卵巢破裂止血术
65.7901 卵巢成形术
65.7902 卵巢固定术
65.7903 卵巢悬吊术
65.7904 腹腔镜卵巢悬吊术
65.7905 腹腔镜卵巢成形术
65.8100 腹腔镜卵巢和输卵管粘连松解术
65.8102 腹腔镜输卵管粘连松解术
65.8900x001 输卵管-卵巢粘连松解术
65.8901 卵巢粘连松解术
65.8902 输卵管粘连松解术
66.7100 单纯输卵管缝合术
