疾病编码 疾病名称 排除内容
Q28.200x008 涉及功能区的动静脉畸形(Spetzler-Martin3 级以上) 表 7-158
Q28.201 先天性大脑动静脉瘤 表 7-158
Q28.202 先天性硬脑膜动静脉瘘 表 7-158
Q28.203 先天性脑动静脉瘘 表 7-158
Q28.300x001 脑血管畸形 表 7-158
Q28.300x005 基底动脉畸形 表 7-158
Q28.300x007 脑静脉畸形 表 7-158
Q28.301 先天性大脑动静脉畸形 表 7-158
Q28.302 先天性大脑动脉瘤 表 7-158
Q28.303 先天性大脑后动脉缺失 表 7-158
Q28.304 先天性大脑中动脉动脉瘤 表 7-158
Q28.305 先天性小脑动静脉畸形 表 7-158
1173
疾病编码 疾病名称 排除内容
Q33.200 肺分离 表 7-159
Q33.301 先天性肺叶缺如 表 7-159
Q33.302 肺奇叶 表 7-159
Q33.600 肺发育不全和发育异常 表 7-159
Q39.000x001 先天性食管闭锁 表 7-161
Q39.100 食管闭锁伴有气管食管瘘 表 7-161
Q39.100x011 先天性食管闭锁伴气管和食管上段瘘 表 7-161
Q39.200x011 先天性气管食管瘘 表 7-161
Q44.200 胆管闭锁 表 7-161
Q44.200x003 先天性胆总管下端闭锁 表 7-161
Q44.201 先天性胆总管闭锁 表 7-161
Q54.100 阴茎部尿道下裂 表 7-162
Q63.800x902 双肾盂 表 7-163
Q63.801 先天性肾结石 表 7-163
Q76.900 胸廓先天性畸形 表 7-164
Q77.400 软骨发育不全 表 7-164
Q79.200 脐疝 表 7-164
Q79.201 先天性脐膨出 表 7-164
Q80.900 先天性鱼鳞病 表 7-165
Q98.000 克兰费尔特综合征，核型 47，XXY 表 7-166
R02.x00 坏疽，不可归类在他处者 表 7-167
R09.200 呼吸停止 表 7-167
R09.201 心脏呼吸衰竭 表 7-167
R26.000 共济失调步态 表 7-170
R26.000x001 蹒跚性步态 表 7-170
R32.x00 尿失禁 表 7-171
R32.x01 遗尿 表 7-171
R40.000 嗜眠 表 7-172
R40.200 昏迷 表 7-172
R40.200x002 一过性意识丧失 表 7-172
R40.200x004 深昏迷 表 7-172
R40.200x005 意识模糊 表 7-172
R40.201 意识丧失 表 7-172
R41.000 定向障碍 表 7-172
R41.001 意识错乱 表 7-172
R57.000 心源性休克 表 7-174
R57.100 血容量不足性休克 表 7-174
R57.101 失血性休克 表 7-174
R57.800x003 内毒素性休克 表 7-174
R57.801 梗阻性休克 表 7-174
R57.802 血管舒张性休克 表 7-174
R57.803 神经源性休克 表 7-174
R65.200 非传染性病因的全身炎症反应综合征不伴有器官衰竭 表 7-174
1174
疾病编码 疾病名称 排除内容
S06.100 创伤性大脑水肿
表
7
-178
S06.400 硬膜外出血
表
7
-178
S06.401 创伤性闭合性硬膜外血肿
表
7
-178
S06.410 开放性硬膜外出血
表
7
-178
S06.600 创伤性蛛网膜下出血
表
7
-178
S06.600x002 创伤性蛛网膜下腔血肿
表
7
-178
S06.610 开放性蛛网膜下隙出血
表
7
-178
S06.700 颅内损伤伴有延长的昏迷
表
7
-178
S06.700x001 闭合性颅脑损伤轻型
表
7
-178
S06.700x002 闭合性颅脑损伤中型
表
7
-178
S06.700x003 闭合性颅脑损伤重型
表
7
-178
S06.700x004 闭合性颅脑损伤特重型
表
7
-178
S06.700x005 开放性颅脑损伤轻型
表
7
-178
S06.700x006 开放性颅脑损伤中型
表
7
-178
S06.700x007 开放性颅脑损伤重型
表
7
-178
S06.700x008 开放性颅脑损伤特重型
表
7
-178
S06.710 开放性颅内损伤伴长时间昏迷
表
7
-178
S06.800x002 创伤性脑内血肿
表
7
-178
S06.800x004 创伤性小脑血肿
表
7
-178
S06.800x005 创伤性小脑挫伤
表
7
-178
S06.800x007 创伤性颅内血肿
表
7
-178
S06.800x009 创伤性颅内动脉瘤
表
7
-178
S06.800x010 创伤性脑梗塞
表
7
-178
S06.800x011 创伤性颅内积气
表
7
-178
S06.800x012 创伤性脑积水
表
7
-178
S06.800x013 创伤性硬脑膜下积液
表
7
-178
S06.801 创伤性小脑出血
表
7
-178
S06.802 创伤性脑出血
表
7
-178
S06.803 创伤性脑干出血
表
7
-178
S06.804 创伤性颅内出血
表
7
-178
S06.805 创伤性颅内海绵窦损伤
表
7
-178
S06.811 开放性脑出血
表
7
-178
S06.812 开放性脑干出血
表
7
-178
S06.813 开放性小脑出血
表
7
-178
S06.814 开放性颅内出血
表
7
-178
S11.100x001 甲状腺开放性损伤
表
7
-179
S12.700 颈椎多处骨折
表
7
-179
S12.710 开放性多发性颈椎骨折
表
7
-179
S12.801 喉软骨断裂
表
7
-179
S12.802 甲状软骨断裂
表
7
-179
S12.803 舌骨断裂
表
7
-179
S12.804 环状软骨断裂
表
7
-179
S12.805 气管软骨断裂
表
7
-179
1175
疾病编码 疾病名称 排除内容
S12.811 开放性喉软骨断裂 表 7-179
S12.812 开放性甲状软骨断裂 表 7-179
S12.814 开放性环状软骨断裂 表 7-179
S12.815 开放性气管软骨断裂 表 7-179
S14.100x011 颈部脊髓完全损伤 表 7-179
S14.100x021 颈部脊髓中央损伤综合征 表 7-179
S14.100x022 脊髓中央管综合征 表 7-179
S14.100x032 颈部脊髓不完全损伤 表 7-179
S14.100x033 颈部脊髓后索综合征 表 7-179
S14.100x701 颈部脊髓功能损伤 表 7-179
S14.100x711 颈部脊髓功能损伤 C1 表 7-179
S14.100x721 颈部脊髓功能损伤 C2 表 7-179
S14.100x731 颈部脊髓功能损伤 C3 表 7-179
S14.100x741 颈部脊髓功能损伤 C4 表 7-179
S14.100x751 颈部脊髓功能损伤 C5 表 7-179
S14.100x761 颈部脊髓功能损伤 C6 表 7-179
S14.100x771 颈部脊髓功能损伤 C7 表 7-179
S14.100x781 颈胸段脊髓功能损伤 表 7-179
S14.101 颈部脊髓损伤 表 7-179
S22.400 肋骨多处骨折 表 7-180
S22.400x011 肋骨多发性骨折伴第一肋骨骨折 表 7-180
S22.400x021 两根肋骨骨折不伴第一肋骨骨折 表 7-180
S22.400x031 三根肋骨骨折不伴第一肋骨骨折 表 7-180
S22.400x041 四根以上肋骨骨折不伴第一肋骨骨折 表 7-180
S22.410 开放性多发性肋骨骨折 表 7-180
S22.500 连枷胸 表 7-180
S24.000x002 胸部脊髓震荡 表 7-180
S24.001 胸部脊髓水肿 表 7-180
S24.100x011 胸部脊髓完全损伤 表 7-180
S24.100x023 胸部脊髓不完全损伤 表 7-180
S24.100x701 胸部脊髓功能损伤 表 7-180
S24.100x711 胸部脊髓功能损伤 T1 表 7-180
S24.100x721 胸部脊髓功能损伤 T2/T3 表 7-180
S24.100x731 胸部脊髓功能损伤 T4/T5 表 7-180
S24.100x741 胸部脊髓功能损伤 T6/T7 表 7-180
S24.100x751 胸部脊髓功能损伤 T8/T9 表 7-180
S24.100x761 胸部脊髓功能损伤 T10/T11 表 7-180
S24.100x771 胸部脊髓功能损伤 T12 表 7-180
S24.101 胸部脊髓损伤 表 7-180
S25.300x001 无名静脉损伤 表 7-180
S25.301 锁骨下静脉损伤 表 7-180
S25.400 肺血管损伤 表 7-180
S25.401 创伤性肺动脉破裂 表 7-180
1176
疾病编码 疾病名称 排除内容
S25.500 肋间血管损伤 表 7-180
S25.501 创伤性肋间动脉破裂 表 7-180
S26.000x001 创伤性心包积血 表 7-180
S26.000x002 创伤性心包填塞 表 7-180
S26.010 开放性心包积血 表 7-180
S26.900 心脏损伤 表 7-180
S26.910 开放性心脏损伤 表 7-180
S27.100 创伤性血胸 表 7-180
S27.110 开放性血胸 表 7-180
S27.200 创伤性血气胸 表 7-180
S27.210 开放性血气胸 表 7-180
S27.400 支气管损伤 表 7-180
S27.401 创伤性支气管断裂 表 7-180
S27.410 开放性支气管损伤 表 7-180
S27.700 胸内器官多处损伤 表 7-180
S27.710 开放性胸内器官多处损伤 表 7-180
S31.000x003 骶骨区开放性损伤 表 7-181
S31.000x004 骨盆开放性损伤 表 7-181
S31.000x005 下背开放性损伤 表 7-181
S31.001 创伤性会阴裂伤 表 7-181
S31.002 腰背部皮肤撕脱伤 表 7-181
S31.003 开放性会阴损伤 表 7-181
S31.004 开放性臀部损伤 表 7-181
S31.005 开放性腰背部损伤 表 7-181
S31.006 臀部异物 表 7-181
S31.100 腹壁开放性伤口 表 7-181
S31.100x002 腹上部开放性损伤 表 7-181
S31.100x003 胁腹开放性损伤 表 7-181
S31.100x005 髂区开放性损伤 表 7-181
S31.101 开放性季肋部损伤 表 7-181
S31.102 开放性腹股沟损伤 表 7-181
S31.700 腹部、下背和骨盆多处开放性伤口 表 7-181
S31.800x003 创放性腹部异物 表 7-181
S31.800x012 骨盆开放性损伤伴骨折 表 7-181
S31.800x031 腹部开放性损伤伴腹内器官损伤 表 7-181
S31.801 开放性腹部损伤 表 7-181
S31.802 开放性腹部异物 表 7-181
S31.803 阴道直肠贯通伤 表 7-181
S31.804 创伤性肛括约肌裂伤 表 7-181
S31.805 创伤性肛门裂伤 表 7-181
S32.700 腰椎和骨盆多处骨折 表 7-181
S32.701 多发性骨盆骨折 表 7-181
S32.702 多发性腰椎骨折 表 7-181
1177
疾病编码 疾病名称 排除内容
S32.710 开放性腰椎和骨盆多处骨折 表 7-181
S32.711 开放性多发性骨盆骨折 表 7-181
S32.712 开放性多发性腰椎骨折 表 7-181
S32.800x021 腰骶棘突骨折 表 7-181
S32.800x022 腰骶横突骨折 表 7-181
S32.800x023 腰骶椎弓骨折 表 7-181
S32.800x024 腰骶椎骨骨折 表 7-181
S32.801 坐骨骨折 表 7-181
S32.802 骨盆骨折 表 7-181
S32.810 开放性腰椎和骨盆特指部位骨折 表 7-181
S32.811 开放性坐骨骨折 表 7-181
S32.812 开放性骨盆骨折 表 7-181
S34.100x001 腰部脊髓损伤 表 7-181
S34.100x003 腰部脊髓不完全损伤 表 7-181
S34.100x701 腰部脊髓功能损伤 表 7-181
S34.100x711 腰部脊髓功能损伤 L1 表 7-181
S34.100x721 腰部脊髓功能损伤 L2 表 7-181
S34.100x731 腰部脊髓功能损伤 L3 表 7-181
S34.100x741 腰部脊髓功能损伤 L4 表 7-181
S34.100x751 腰部脊髓功能损伤 L5 表 7-181
S34.100x761 骶部脊髓功能损伤 表 7-181
S34.300 马尾损伤 表 7-181
S35.200x001 腹腔动脉损伤 表 7-181
S35.200x003 胃十二指肠动脉损伤 表 7-181
S35.200x004 肝动脉损伤 表 7-181
S35.200x005 肠系膜下动脉损伤 表 7-181
S35.200x006 肠系膜上动脉损伤 表 7-181
S35.200x007 脾动脉损伤 表 7-181
S35.201 肠系膜动脉损伤 表 7-181
S35.202 胃动脉损伤 表 7-181
S35.203 创伤性胃动脉破裂 表 7-181
S35.204 创伤性肝动脉破裂 表 7-181
S35.205 创伤性脾动脉破裂 表 7-181
S35.400x001 肾动脉损伤 表 7-181
S35.400x002 肾静脉损伤 表 7-181
S35.401 创伤性肾静脉破裂 表 7-181
S35.402 创伤性肾动脉破裂 表 7-181
S35.800x002 卵巢静脉损伤 表 7-181
S35.801 卵巢动静脉损伤 表 7-181
S35.900x001 腹部血管损伤 表 7-181
S35.901 下背血管损伤 表 7-181
S35.902 骨盆血管损伤 表 7-181
S35.903 创伤性肠系膜血管损伤 表 7-181
1178
疾病编码 疾病名称 排除内容
S36.300 胃损伤 表 7-181
S36.301 创伤性胃破裂 表 7-181
S36.310 开放性胃破裂 表 7-181
S41.700 肩和上臂多处开放性伤口 表 7-182
S41.800x001 腋窝开放性损伤 表 7-182
S41.800x011 肩部开放性损伤伴骨折 表 7-182
S41.800x012 上臂开放性损伤伴骨折 表 7-182
S41.800x021 肩部开放性损伤伴脱位 表 7-182
S41.800x022 上臂开放性损伤伴脱位 表 7-182
S41.801 开放性肩胛区损伤 表 7-182
S41.802 开放性肩带损伤 表 7-182
S42.700 锁骨、肩胛骨和肱骨多处骨折 表 7-182
S42.710 开放性锁骨、肩胛骨和肱骨多处骨折 表 7-182
S42.900 肩胛带的骨折 表 7-182
S42.910 开放性肩骨折 表 7-182
S59.700 前臂多处损伤 表 7-183
S59.701 肘关节后脱位，桡骨头和尺骨冠状突骨折 表 7-183
S71.800x011 髋部开放性损伤伴骨折 表 7-185
S71.800x012 股部开放性损伤伴骨折 表 7-185
S71.801 开放性骨盆带损伤 表 7-185
S72.000 股骨颈骨折 表 7-185
S72.000x011 股骨关节囊内骨折 表 7-185
S72.000x021 股骨头骨骺分离 表 7-185
S72.000x031 股骨颈头下骨折 表 7-185
S72.000x041 股骨颈经颈骨折 表 7-185
S72.000x051 股骨颈基底骨折 表 7-185
S72.000x081 股骨头骨折 表 7-185
S72.000x082 股骨髋部骨折 表 7-185
S72.010 开放性股骨颈骨折 表 7-185
S72.100x001 股骨大粗隆骨折 表 7-185
S72.100x002 股骨小粗隆骨折 表 7-185
S72.101 股骨粗隆间骨折 表 7-185
S72.110 开放性股骨粗隆间骨折 表 7-185
S72.200x001 股骨粗隆下骨折 表 7-185
S72.210 开放性股骨粗隆下骨折 表 7-185
S72.300 股骨干骨折 表 7-185
S72.310 开放性股骨干骨折 表 7-185
S72.400x001 股骨远端骨折 表 7-185
S72.400x012 股骨内髁骨折 表 7-185
S72.400x013 股骨外髁骨折 表 7-185
S72.400x021 股骨远端骨骺分离 表 7-185
S72.400x031 股骨髁上骨折 表 7-185
S72.400x041 股骨髁间骨折 表 7-185
1179
疾病编码 疾病名称 排除内容
S72.401 股骨髁骨折
表
7
-185
S72.410 开放性股骨下端骨折
表
7
-185
S72.700 股骨多处骨折
表
7
-185
S72.710 开放性多发性股骨骨折
表
7
-185
S72.900 股骨骨折
表
7
-185
S72.900x002 股骨骨骺分离
表
7
-185
S72.910 开放性股骨骨折
表
7
-185
S75.000 股动脉损伤
表
7
-185
S75.000x002 股浅动脉损伤
表
7
-185
S75.000x003 股深动脉损伤
表
7
-185
S75.000x005 创伤性股假性动脉瘤
表
7
-185
S75.001 创伤性股深动脉破裂
表
7
-185
S75.100x001 股静脉损伤
表
7
-185
S75.100x002 髋部股静脉损伤
表
7
-185
S75.100x003 大腿股静脉损伤
表
7
-185
S76.401 大腿肌腱损伤
表
7
-185
S76.402 大腿肌断裂
表
7
-185
S80.700 小腿多处浅表损伤
表
7
-186
S82.400x001 腓骨骨折
表
7
-186
S82.400x002 腓骨远端骨骺分离
表
7
-186
S82.400x011 腓骨近端骨折
表
7
-186
S82.400x012 腓骨头骨折
表
7
-186
S82.400x013 腓骨颈骨折
表
7
-186
S82.400x014 腓骨小头骨折
表
7
-186
S82.400x091 腓骨多发性骨折
表
7
-186
S82.401 腓骨干骨折
表
7
-186
S82.410 开放性腓骨骨折
表
7
-186
S82.411 开放性腓骨干骨折
表
7
-186
S85.000 腘动脉损伤
表
7
-186
S85.300x001 小腿大隐静脉损伤
表
7
-186
S85.500 腘静脉损伤
表
7
-186
S85.700x001 小腿多处血管损伤
表
7
-186
S90.700 踝和足多处浅表损伤
表
7
-187
S93.500 足趾扭伤和劳损
表
7
-187
S93.500x001 趾间关节扭伤
表
7
-187
S93.500x002 趾间关节损伤
表
7
-187
S93.500x003 跖趾关节扭伤
表
7
-187
S93.500x004 跖趾关节损伤
表
7
-187
S93.500x005 足趾扭伤
表
7
-187
S93.500x006 足趾损伤
表
7
-187
T01.101 开放性胸腹损伤
表
7
-188
T06.300x001 多处血管损伤
表
7
-188
T20.300 头和颈三度烧伤
表
7
-191
1180
疾病编码 疾病名称 排除内容
T20.300x002 头部三度烧伤
表
7
-191
T20.300x003 颈部三度烧伤
表
7
-191
T20.300x005 面部三度烧伤
表
7
-191
T20.300x009 耳部三度烧伤
表
7
-191
T20.300x010 眼伴头三度烧伤
表
7
-191
T20.300x012 眼伴面三度烧伤
表
7
-191
T21.300 躯干三度烧伤
表
7
-191
T21.300x011 乳房三度烧伤
表
7
-191
T21.300x021 胸壁三度烧伤
表
7
-191
T21.300x031 腹壁三度烧伤
表
7
-191
T21.300x041 臀部三度烧伤
表
7
-191
T21.300x042 背部三度烧伤
表
7
-191
T21.300x054 会阴三度烧伤
表
7
-191
T21.300x091 肛门三度烧伤
表
7
-191
T22.300x001 肩和上肢三度烧伤
表
7
-191
T22.300x002 上肢三度烧伤
表
7
-191
T22.300x003 肩部三度烧伤
表
7
-191
T22.300x005 臂三度烧伤
表
7
-191
T24.300x001 髋和下肢三度烧伤
表
7
-191
T24.300x002 髋部三度烧伤
表
7
-191
T24.300x003 下肢三度烧伤
表
7
-191
T24.300x004 小腿三度烧伤
表
7
-191
T25.300 踝和足三度烧伤
表
7
-191
T25.300x002 踝部三度烧伤
表
7
-191
T25.300x003 足部三度烧伤
表
7
-191
T79.100 脂肪栓塞
(创伤性
)
表
7
-197
T79.100x002 创伤性脑脂肪栓塞
表
7
-197
T79.101 脂肪栓塞综合征
表
7
-197
T79.300x001 创伤后伤口感染
表
7
-197
T79.400 创伤性休克
表
7
-197
T79.500x002 挤压后肾衰竭
表
7
-197
T79.501 挤压综合征
表
7
-197
T81.000x001 操作后出血
表
7
-198
T81.000x002 操作后颅内血肿
表
7
-198
T81.000x004 操作后胸腔出血
表
7
-198
T81.000x005 操作后扁桃体出血
表
7
-198
T81.000x009 操作后血肿
表
7
-198
T81.000x010 操作后阴道残端出血
表
7
-198
T81.000x011 操作后膀胱出血
表
7
-198
T81.000x013 操作后腹腔出血
表
7
-198
T81.000x014 操作后前列腺出血
表
7
-198
T81.000x018 操作后腹壁出血
表
7
-198
T81.000x019 操作后腹腔血肿
表
7
-198
1181
疾病编码 疾病名称 排除内容
T81.000x020 操作后肛门出血
表
7
-198
T81.000x021 操作后宫颈出血
表
7
-198
T81.000x022 操作后尿道出血
表
7
-198
T81.000x023 操作后切口出血
表
7
-198
T81.000x024 操作后眼底出血
表
7
-198
T81.000x026 动静脉瘘破裂出血
表
7
-198
T81.000x029 操作后鼻出血
表
7
-198
T81.000x032 操作中肺出血
表
7
-198
T81.000x033 操作后胃出血
表
7
-198
T81.000x038 操作后肾出血
表
7
-198
T81.000x039 肠造口出血
表
7
-198
T81.001 手术后硬脑膜外出血
表
7
-198
T81.002 手术后眼前房出血
表
7
-198
T81.003 手术后视网膜出血
表
7
-198
T81.004 手术后鼻出血
表
7
-198
T81.005 手术后扁桃体出血
表
7
-198
T81.006 手术后咽出血
表
7
-198
T81.007 手术后甲状腺出血
表
7
-198
T81.008 手术后胸腔出血
表
7
-198
T81.009 手术中肺出血
表
7
-198
T81.010 手术后腹腔出血
表
7
-198
T81.011 手术后胃出血
表
7
-198
T81.012 手术后胃吻合口出血
表
7
-198
T81.013 手术后胆管出血
表
7
-198
T81.014 手术后胆囊出血
表
7
-198
T81.015 手术后肠出血
表
7
-198
T81.016 手术后肠吻合口出血
表
7
-198
T81.017 手术后盆腔出血
表
7
-198
T81.018 手术后肾出血
表
7
-198
T81.019 手术后膀胱出血
表
7
-198
T81.020 手术后尿道出血
表
7
-198
T81.021 手术后前列腺出血
表
7
-198
T81.022 手术后伤口出血
表
7
-198
T81.023 手术后颅内血肿
表
7
-198
T81.024 手术后切口血肿
表
7
-198
T81.025 操作后十二指肠乳头出血
表
7
-198
T81.026 操作后肠出血
表
7
-198
T81.027 拔牙创口出血
表
7
-198
T81.028 食管静脉曲张术后出血
表
7
-198
T81.029 结肠造口出血
表
7
-198
T81.030 膀胱造口出血
表
7
-198
T81.031 治疗后宫颈出血
表
7
-198
T81.032 肾穿刺后血肿
表
7
-198
1182
疾病编码 疾病名称 排除内容
T81.033 血管穿刺后血肿 表 7-198
T81.035 手术后子宫出血 表 7-198
T81.101 操作中休克 表 7-198
T81.102 手术后休克 表 7-198
T81.400x001 操作后伤口感染 表 7-198
T81.400x002 操作后伤口积液 表 7-198
T81.400x004 手术后切口脂肪液化 表 7-198
T81.400x005 操作后感染性发热 表 7-198
T81.400x006 操作后脓毒症 表 7-198
T81.400x008 操作后耳部感染 表 7-198
T81.400x010 操作后胆道感染 表 7-198
T81.400x011 操作后膝关节感染 表 7-198
T81.400x012 操作后腹壁感染 表 7-198
T81.400x013 操作后腹腔感染 表 7-198
T81.400x014 操作后盆腔感染 表 7-198
T81.401 手术后口腔感染 表 7-198
T81.402 手术后耳部感染 表 7-198
T81.403 手术后胸腔感染 表 7-198
T81.404 手术后胆道感染 表 7-198
T81.405 手术后膝关节感染 表 7-198
T81.406 手术后切口感染 表 7-198
T81.407 手术后腹壁脓肿 表 7-198
T81.408 手术后腹内脓肿 表 7-198
T81.409 手术后盆腔脓肿 表 7-198
T81.411 手术后脓毒症 表 7-198
T81.412 手术后发热 表 7-198
T82.000 心脏瓣膜假体的机械性并发症 表 7-198
T82.000x001 心脏瓣膜置换术后瓣膜故障 表 7-198
T82.001 机械瓣膜置换术后瓣周漏 表 7-198
T82.002 二尖瓣机械瓣周漏 表 7-198
T82.003 主动脉机械瓣周漏 表 7-198
T82.300 血管移植物的机械性并发症，其他的 表 7-198
T82.302 动脉移植物的机械性并发症 表 7-198
T82.303 主动脉移植物(置换)术后内漏 表 7-198
T82.500x001 心血管封堵器移位 表 7-198
T82.500x002 心血管封堵器渗漏 表 7-198
T82.501 下腔静脉支架脱落 表 7-198
T82.502 移植血管坏死 表 7-198
T82.503 室间隔缺损手术后残余漏 表 7-198
T82.504 房间隔缺损手术后残余漏 表 7-198
T82.800x001 前臂动静脉瘘栓塞 表 7-198
T82.800x003 人工动静脉瘘闭塞 表 7-198
T82.800x004 人工动静脉瘘狭窄 表 7-198
1183
疾病编码 疾病名称 排除内容
T82.800x005 人工动静脉瘘血栓形成 表 7-198
T82.800x006 肾透析的移植血管血栓形成 表 7-198
T82.800x008 肾透析的人工血管血栓形成 表 7-198
T82.800x009 肾透析的血管通路血栓形成 表 7-198
T82.800x101 心脏和血管假体装置植入物和移植物引起的栓塞 表 7-198
T82.800x103 心脏和血管假体装置植入物和移植物引起的出血 表 7-198
T82.800x104 心脏和血管假体装置植入物和移植物引起的疼痛 表 7-198
T82.800x105 心脏和血管假体装置植入物和移植物引起的血管狭窄 表 7-198
T82.800x106 心脏和血管假体装置植入物和移植物引起的血栓形成 表 7-198
T82.800x301 经皮冠状动脉狭窄矫治术后腹膜后血肿 表 7-198
T82.800x302 经皮冠状动脉狭窄矫治术后穿刺血管血肿 表 7-198
T82.800x303 经皮冠状动脉狭窄矫治术后穿刺假性动脉瘤 表 7-198
T82.800x304 经皮冠状动脉狭窄矫治术后动静脉瘘 表 7-198
T82.800x306 经皮冠状动脉狭窄矫治术后冠状动脉穿孔 表 7-198
T82.800x307 经皮冠状动脉狭窄矫治术后冠状动脉急性闭塞 表 7-198
T82.800x308 经皮冠状动脉狭窄矫治术后冠状动脉分支闭塞 表 7-198
T82.801 下腔静脉滤器血栓形成 表 7-198
T82.803 操作中动静脉瘘 表 7-198
T82.804 动脉支架内血栓形成 表 7-198
T82.805 二尖瓣机械瓣膜老化 表 7-198
T82.806 腹主动脉支架内血栓形成 表 7-198
T82.807 颈内动脉支架植入后再狭窄 表 7-198
T82.808 静脉插管血栓形成 表 7-198
T82.809 人工血管闭塞 表 7-198
T82.810 人工血管吻合口狭窄 表 7-198
T82.811 人工血管血栓形成 表 7-198
T82.812 输注泵植入疼痛 表 7-198
T82.813 肝移植后肝动脉假性动脉瘤破裂 表 7-198
T82.814 人工血管破裂 表 7-198
T82.900x001 心脏假体装置植入物和移植物的并发症 表 7-198
T82.900x002 血管假体装置植入物和移植物的并发症 表 7-198
T82.901 人工心脏瓣膜失常 表 7-198
T82.903 心脏起搏器失灵 表 7-198
T82.904 起搏器综合征 表 7-198
T84.500 内部关节假体引起的感染和炎症性反应 表 7-198
T84.500x002 关节假体引起的感染 表 7-198
T84.501 髋关节假体植入感染 表 7-198
T84.502 膝关节假体植入感染 表 7-198
T84.503 肩关节假体植入物感染 表 7-198
T84.504 肘关节假体植入物感染 表 7-198
T84.600 内部固定装置[任何部位]引起的感染和炎症性反应 表 7-198
T84.600x003 内固定装置引起的感染 表 7-198
T84.601 舌骨固定物植入感染 表 7-198
1184
疾病编码 疾病名称 排除内容
T84.602 下颌骨内固定物植入感染 表 7-198
T84.603 脊柱内固定物植入感染 表 7-198
T84.604 骨折内固定物植入感染 表 7-198
T84.605 肌肉内固定物的感染 表 7-198
T85.700 假体装置、植入物和移植物引起的感染和炎症性反应，其他内部的 表 7-198
T85.700x103 腹膜透析导管隧道感染 表 7-198
T85.700x104 腹膜透析导管外口感染 表 7-198
T85.700x808 植入装置后感染 表 7-198
T85.701 脑室腹腔分流管置入感染 表 7-198
T85.703 导管相关性感染 表 7-198
T85.704 巩膜硅胶带环扎植入感染 表 7-198
T85.705 人工耳蜗植入感染 表 7-198
T85.708 胆道造影术后感染 表 7-198
T85.709 腹腔插管感染 表 7-198
T85.710 腹膜透析中腹腔感染 表 7-198
T85.711 腹膜透析后腹膜炎 表 7-198
T85.712 皮肤扩张器植入感染 表 7-198
T85.713 颅骨人工骨板植入感染 表 7-198
T86.000 骨髓移植排斥 表 7-198
T86.000x003 急性移植物抗宿主病 表 7-198
T86.000x004 慢性移植物抗宿主病 表 7-198
T86.001 移植物抗宿主反应 表 7-198
T86.100x001 肾移植失败 表 7-198
T86.100x002 肾移植排斥 表 7-198
T86.100x003 肾移植后肾衰竭 表 7-198
T86.102 移植肾功能不全 表 7-198
T86.103 移植肾破裂 表 7-198
T86.104 移植肾死亡 表 7-198
T86.105 移植肾萎缩 表 7-198
T86.106 移植肾无功能 表 7-198
T86.107 肾移植术后少尿 表 7-198
T86.400x001 肝移植失败 表 7-198
T86.400x003 肝移植排斥 表 7-198
T86.400x006 肝移植急性排斥 表 7-198
T86.400x007 肝移植慢性排斥 表 7-198
T86.400x009 肝移植后肝动脉血栓形成 表 7-198
T86.400x010 肝移植后肝动脉狭窄 表 7-198
T86.400x011 肝移植后肝动脉假性动脉瘤 表 7-198
T86.400x012 肝移植后门静脉血栓形成 表 7-198
T86.400x013 肝移植后门静脉狭窄 表 7-198
T86.400x014 肝移植后下腔静脉血栓形成 表 7-198
T86.400x017 肝移植后肝功能不全 表 7-198
T86.401 移植肝功能衰竭 表 7-198
1185
疾病编码 疾病名称 排除内容
T86.800x011 肺移植失败 表 7-198
T86.800x021 胰移植失败 表 7-198
T86.800x804 角膜移植失败 表 7-198
T86.801 移植角膜排斥反应 表 7-198
T86.802 舌移植皮瓣坏死 表 7-198
T86.803 移植肺排斥反应 表 7-198
T86.805 移植骨排斥反应 表 7-198
T86.806 移植皮肤排斥反应 表 7-198
T86.807 皮瓣移植感染 表 7-198
T86.808 移植皮瓣坏死 表 7-198
T86.809 眼硅胶排斥反应 表 7-198
T86.811 尿道悬吊带排斥 表 7-198
T91.100 脊柱骨折后遗症 表 7-199
T91.101 陈旧性脊柱骨折 表 7-199
T91.102 陈旧性颈椎骨折 表 7-199
T91.103 陈旧性胸椎骨折 表 7-199
T91.104 陈旧性腰椎骨折 表 7-199
T91.200 胸和骨盆的其他骨折后遗症 表 7-199
T91.200x002 陈旧性骶骨骨折 表 7-199
T91.200x005 陈旧性胸骨骨折 表 7-199
T91.201 陈旧性肋骨骨折 表 7-199
T91.202 陈旧性骨盆骨折 表 7-199
T91.204 陈旧性髋臼骨折 表 7-199
T91.205 陈旧性耻骨骨折 表 7-199
T91.206 陈旧性尾骨骨折 表 7-199
T91.300 脊髓损伤后遗症 表 7-199
T91.300x002 颈部脊髓损伤后遗症 表 7-199
T91.300x003 胸部脊髓损伤后遗症 表 7-199
T91.300x004 腰部脊髓损伤后遗症 表 7-199
T91.301 陈旧性脊髓损伤 表 7-199
T91.400 胸内器官损伤后遗症 表 7-199
T91.401 陈旧性胸内器官损伤 表 7-199
T91.800x002 陈旧性环枢椎脱位 表 7-199
T91.800x003 陈旧性颈椎脱位 表 7-199
T91.800x004 腰丛神经损伤后遗症 表 7-199
T91.800x005 骶丛神经损伤后遗症 表 7-199
T91.800x006 陈旧性脊柱脱位 表 7-199
