包含以下主要诊断：
A01.002+G01* 伤寒性脑膜炎
G95.800x015 脊髓软化
G95.800x016 脊髓胶质细胞增生
G95.800x017 药物性脊髓病
G95.801 中毒性脊髓病
G95.802 脊髓硬化症
G95.803 放射性脊髓病
G95.804 脊髓萎缩
G95.805 脊髓病性膀胱
G95.806 椎管内纤维组织增生
G95.807 肝性脊髓病
G95.808 脊髓囊肿
G95.900 脊髓病
G95.900x003 椎管内占位性病变
G95.900x004 椎管内外占位性病变
G95.901 椎管内肿物
G96.000 脑脊液漏
G96.000x005 脑脊液眼漏
G96.000x006 创伤性脑脊液漏
G96.001 脑脊液鼻漏
G96.002 脑脊液耳漏
G96.003 手术后脑脊液漏
G96.100 脑脊膜疾患，不可归类在他处者
G96.100x001 脊髓蛛网膜粘连
G96.100x002 蛛网膜粘连
G96.100x003 马尾粘连
G96.100x004 脊髓粘连
G96.100x005 脑膜粘连
G96.100x007 髓外硬膜外囊肿
G96.100x008 硬脊膜外粘连
G96.100x009 椎管内胆脂瘤
G96.100x010 椎管内蛛网膜囊肿
G96.100x013 硬脊膜内囊肿
G96.101 脊膜粘连
G96.103 脑室粘连
G96.104 硬膜外囊肿
G96.800x002 脑叶炎性病变
G96.800x003 营养不良性神经病[营养障碍性神经~~病]
G96.800x005 类固醇激素反应性慢性淋巴细胞性炎~~症伴脑桥血管周围强化症[CLIPPERS 综合征]
G96.800x006 脊髓损伤后体温调节功能障碍
G96.800x007 海绵窦综合征
G96.900 中枢神经系统疾患
G96.900x002 脑脊髓神经病
G96.900x003 脑脊髓神经根病
G96.900x004 中枢神经系统并发症
G96.901 脑脊髓病
G96.902 中枢性疼痛
G97.000 腰椎穿刺引起的脑脊液漏
G97.100 对腰椎穿刺的其他反应
G97.100x002 腰椎穿刺术后感染
G97.100x003 腰椎穿刺术后脑疝
G97.101 腰椎穿刺术后头痛
G97.200 脑室分流后颅内低压
G97.800x001 手术后马尾神经损伤
G97.800x002 手术后脑膜膨出
G97.800x003 手术后肢体功能障碍
G97.800x004 手术后瘫痪
G97.800x005 手术后颅内积气
G97.800x006 手术后脑积水
G97.800x008 手术后脑神经损伤
G97.800x009 脑部手术后皮下积液
G97.801 操作后缺氧性脑损害
G97.802 脑血管造影后脑血管痉挛
G97.803 裂隙脑室综合征
G97.900 神经系统的操作后疾患
G98.x00 神经系统的其他疾患，不可归类在他处者
G98.x00x001 神经系统病变
G98.x00x002 神经系统萎缩
H47.203 家族遗传性视神经萎缩
H47.401 视交叉综合征
H47.600 视皮层疾患
H47.601 皮质盲
H47.700 视路疾患
H49.000 第三［动眼］神经麻痹
H49.100 第四［滑车］神经麻痹
H49.200 第六［展］神经麻痹
I60.000 颈动脉弯管和杈的蛛网膜下出血
I60.000x001 颈内动脉虹吸弯和分叉部蛛网膜下腔~~出血
I60.000x002 颈内动脉分叉段动脉瘤破裂伴蛛网膜~~下腔出血
I60.000x003 颈内动脉眼动脉段动脉瘤破裂伴蛛网~~膜下腔出血
I60.000x004 脉络膜前动脉动脉瘤破裂伴蛛网膜下~~腔出血
I60.000x006 颈内动脉海绵窦段动脉瘤破裂伴蛛网~~膜下腔出血
I60.000x007 颈内动脉床突段动脉瘤破裂伴蛛网膜~~下腔出血
I60.000x008 颈内动脉背侧动脉瘤破裂伴蛛网膜下~~腔出血
I60.001 颈动脉动脉瘤破裂伴蛛网膜下隙出血
I60.100 大脑中动脉的蛛网膜下出血
I60.101 大脑中动脉瘤破裂伴蛛网膜下腔出血
I60.200 前交通动脉的蛛网膜下出血
I60.200x002 大脑前-前交通动脉瘤破裂伴蛛网膜~~下腔出血
I60.200x003 大脑前动脉近侧段(A1)动脉瘤破裂伴~~蛛网膜下腔出血
I60.200x004 大脑前动脉近侧段(A2)动脉瘤破裂伴~~蛛网膜下腔出血
I60.200x005 大脑前动脉远侧段(A2-A5)动脉瘤破裂~~伴蛛网膜下腔出血
I60.200x007 胼胝体动脉瘤破裂伴蛛网膜下腔出血
I60.201 前交通动脉瘤破裂伴蛛网膜下腔出血
I60.300 后交通动脉的蛛网膜下出血
I60.301 后交通动脉瘤破裂伴蛛网膜下腔出血
I60.400 基底动脉的蛛网膜下出血
I60.400x002 椎动脉与基底动脉结合部动脉瘤破裂~~伴蛛网膜下腔出血
I60.400x003 基底动脉顶端动脉瘤破裂伴蛛网膜下~~腔出血
I60.400x004 基底动脉干动脉瘤破裂伴蛛网膜下腔~~出血
I60.401 基底动脉瘤破裂伴蛛网膜下腔出血
I60.500x003 椎动脉动脉瘤破裂伴蛛网膜下腔出血
I60.500x004 脊髓前动脉瘤破裂伴蛛网膜下腔出血
I60.600x001 大脑后动脉动脉瘤破裂伴蛛网膜下腔~~出血
I60.600x003 小脑前下动脉动脉瘤破裂伴蛛网膜下~~腔出血
I60.600x004 小脑上动脉动脉瘤破裂伴蛛网膜下腔~~出血
I60.600x005 迷路动脉动脉瘤破裂伴蛛网膜下腔出~~血
I60.600x006 多发颅内动脉瘤破裂伴蛛网膜下腔出~~血
I60.600x007 颅内镜像动脉瘤破裂伴蛛网膜下腔出~~血
I60.600x008 脑干前非动脉瘤出血[中脑周围非动~~脉瘤性出血]
I60.601 小脑后下动脉动脉瘤破裂伴蛛网膜下隙出~~血
I60.602 垂体上动脉动脉瘤破裂伴蛛网膜下腔出血
I60.700x001 脑动脉瘤破裂伴蛛网膜下腔出血
I60.701 颅内动脉瘤破裂伴蛛网膜下隙出血
I60.800x002 脑动脉畸形伴蛛网膜下腔出血
I60.800x003 脑静脉畸形伴蛛网膜下腔出血
I60.800x004 脑海绵状血管畸形伴蛛网膜下腔出血
I60.800x005 脑干海绵状血管畸形伴蛛网膜下腔出~~血
I60.800x006 小脑幕下海绵状血管畸形伴蛛网膜下~~腔出血
I60.800x008 硬脑膜动静脉瘘伴蛛网膜下腔出血
I60.800x010 脑动脉夹层伴蛛网膜下腔出血
I60.800x013 脊髓动静脉畸形伴蛛网膜下腔出血
I60.800x014 脊髓髓周动静脉瘘伴蛛网膜下腔出血
I60.800x015 颅脑肿瘤伴蛛网膜下腔出血
I60.801 脑动静脉畸形破裂伴蛛网膜下腔出血
I60.802 脑膜出血
I60.900x004 脑实质出血继发蛛网膜下腔出血
I60.900x005 感染性颅内动脉瘤破裂伴蛛网膜下腔~~出血
I60.900x006 蛛网膜下腔出血
I60.902+H45.0* 眼-脑综合征
I61.000x006 胼胝体出血
I61.000x007 尾状核头出血
I61.000x008 壳核出血
I61.000x009 尾状核出血
I61.000x011 最外囊出血
I61.001 豆状核出血
I61.002 大脑皮质下出血
I61.003 豆纹动脉出血
I61.004 基底节出血
I61.005 内囊出血
I61.006 外囊出血
I61.100x001 顶叶出血
I61.100x002 多处脑叶出血
I61.100x003 额叶出血
I61.100x004 额颞叶出血
I61.100x005 枕叶出血
I61.100x006 颞叶出血
I61.100x007 额顶叶脑出血
I61.100x008 顶枕叶脑出血
I61.100x009 额顶枕叶脑出血
I61.100x010 额颞顶叶脑出血
I61.100x011 额颞顶枕叶脑出血
I61.100x012 额颞枕叶脑出血
I61.100x013 颞顶叶脑出血
I61.100x014 颞枕叶脑出血
I61.101 脑叶出血
I61.200x001 大脑半球出血
I61.300x002 脑干出血
I61.300x003 延髓出血
I61.300x004 中脑出血
I61.301 脑桥出血
I61.400x001 小脑出血
I61.400x002 小脑扁桃体出血
I61.400x003 小脑蚓部出血
I61.500x002 侧脑室出血
I61.500x003 第三脑室出血
I61.500x004 第四脑室出血
I61.500x005 多个脑室出血
I61.500x006 继发性脑室出血
I61.500x007 原发性脑室出血
I61.500x008 脑室出血
I61.600x001 多灶性脑出血
I61.800x001 脑穿支动脉出血
I61.801 间脑出血
I61.802 丘脑出血
I61.803 丘脑下部出血
I61.900x002 脑出血
I61.900x004 脑出血血肿扩大
I61.900x005 脑静脉闭塞后出血
I61.900x006 脑血管炎性脑出血
I61.900x007 脑肿瘤卒中
I61.900x008 凝血功能障碍性脑出血
I61.901 大脑中动脉出血
I61.902 高血压脑出血
I61.903 脑血肿
I61.904 出血性脑软化
I61.905 脑血管破裂
I62.000 非创伤性硬膜下出血
I62.000 非创伤性硬膜下出血
I62.000x005 亚急性非创伤性硬脑膜下出血
I62.001 急性非创伤性硬膜下血肿
I62.003 慢性硬膜下血肿
I62.003 慢性硬膜下血肿
I62.100 非创伤性硬膜外出血
I62.100x001 急性非创伤性硬脑膜外出血
I62.100x003 亚急性非创伤性硬脑膜外出血
I62.100x004 慢性非创伤性硬膜外血肿
I62.101 硬膜外血肿
I62.900x001 非创伤性颅内出血
I63.000 入脑前动脉血栓形成引起的脑梗死
I63.001 基底动脉血栓形成脑梗死
I63.002 颈动脉血栓形成脑梗死
I63.003 椎动脉血栓形成脑梗死
I63.100 入脑前动脉栓塞引起的脑梗死
I63.101 基底动脉栓塞脑梗死
I63.102 颈动脉栓塞脑梗死
I63.103 椎动脉栓塞脑梗死
I63.200 入脑前动脉的闭塞或狭窄引起的脑梗死
I63.201 颈内动脉狭窄脑梗死
I63.202 颈总动脉狭窄脑梗死
I63.203 颈动脉狭窄脑梗死
I63.204 颈动脉闭塞脑梗死
I63.205 基底动脉闭塞脑梗死
I63.206 基底动脉狭窄脑梗死
I63.207 椎动脉闭塞脑梗死
I63.208 椎动脉狭窄脑梗死
I63.300 大脑动脉血栓形成引起的脑梗死
I63.301 血栓形成性脑软化
I63.302 血栓性偏瘫
I63.401 大脑动脉栓塞引起的偏瘫
I63.402 大脑动脉栓塞引起脑梗死
I63.500 大脑动脉的闭塞或狭窄引起的脑梗死
I63.500x002 丘脑穿支动脉梗死
I63.501 大脑动脉狭窄脑梗死
I63.502 大脑动脉闭塞脑梗死
I63.600x001 非生脓性大脑静脉血栓形成引起的脑~~梗死
I63.801 腔隙性脑梗死
I63.802 动脉硬化性脑软化
I63.900 脑梗死
I63.900x007 分水岭脑梗死[边缘带脑梗死]
I63.901 脑干梗死
I63.902 大面积脑梗死
I63.903 出血性脑梗死
I63.904 小脑梗死
I63.905 多发性脑梗死
I63.906 基底节脑梗死
I63.907 丘脑梗死
I63.908 创伤性脑梗死
I63.909 无症状性脑梗死
I64.x01 脑血管意外
I65.000x004 椎动脉栓塞
I65.000x005 椎动脉迂曲
I65.001 椎动脉狭窄
I65.002 椎动脉闭塞
I65.003 椎动脉血栓形成
I65.100x004 基底动脉栓塞
I65.101 基底动脉闭塞
I65.102 基底动脉狭窄
I65.103 基底动脉血栓形成
I65.200x001 颈动脉狭窄
I65.200x009 颈动脉栓塞
I65.200x010 颈动脉血栓形成
I65.200x011 颈外动脉血栓形成
I65.200x012 颈外动脉栓塞
I65.200x013 颈总动脉栓塞
I65.200x014 颈总动脉血栓形成
I65.200x015 颈动脉闭塞
I65.201 颈内动脉狭窄
I65.202 颈总动脉狭窄
I65.203 颈内动脉闭塞
I65.204 颈外动脉狭窄
I65.205 颈外动脉闭塞
I65.206 颈内动脉血栓形成
I65.207 颈总动脉闭塞
I65.208 颈内动脉栓塞
I65.300x001 多个入脑前动脉闭塞和狭窄
I65.300x002 双侧入脑前动脉闭塞
I65.300x003 双侧入脑前动脉狭窄
I65.800x001 无名动脉斑块
I65.800x002 锁骨下动脉斑块
I65.800x007 无名动脉闭塞
I65.900x001 入脑前动脉栓塞
I65.900x002 入脑前动脉狭窄
I65.900x003 入脑前动脉闭塞
I66.001 大脑中动脉狭窄
I66.002 大脑中动脉闭塞
I66.003 大脑中动脉血栓形成
I66.004+G46.0* 大脑中动脉综合征
I66.100x003 大脑前动脉血栓形成
I66.101 大脑前动脉狭窄
I66.102 大脑前动脉闭塞
I66.103+G46.1* 大脑前动脉综合征
I66.200x002 大脑后动脉栓塞
I66.201 大脑后动脉闭塞
I66.202 大脑后动脉狭窄
I66.203 红核丘脑综合征
I66.204 大脑后动脉血栓形成
I66.205+G46.2* 大脑后动脉综合征
I66.300x005 迷路动脉栓塞
I66.300x007 小脑后下动脉狭窄
I66.300x008 小脑后下动脉闭塞
I66.300x010 小脑前下动脉狭窄
I66.300x011 小脑前下动脉闭塞
I66.300x013 小脑上动脉狭窄
I66.300x014 小脑上动脉闭塞
I66.300x015 小脑动脉栓塞
I66.301 小脑动脉狭窄
I66.302 小脑动脉闭塞
I66.303 小脑后下动脉血栓形成
I66.304+G46.3* 瓦伦贝格综合征
I66.400 多个和双侧大脑动脉闭塞和狭窄
I66.400x002 双侧大脑动脉闭塞
I66.400x003 双侧大脑动脉狭窄
I66.401 多发性大脑动脉闭塞
I66.800x001 大脑穿支动脉闭塞
I66.800x002 大脑穿支动脉狭窄
I66.800x003 后交通动脉狭窄
I66.800x004 后交通动脉闭塞
I66.800x005 前交通动脉狭窄
I66.800x006 前交通动脉闭塞
I66.800x007 脑桥动脉栓塞
I66.800x008 脉络膜前动脉栓塞
I66.900x003 脑栓塞
I66.901 脑动脉狭窄
I66.902 脑动脉闭塞
I66.903 脑血栓形成
I67.000x001 脑动脉夹层
I67.000x002 大脑前动脉夹层
I67.000x003 大脑中动脉夹层
I67.000x005 颅内颈内动脉夹层
I67.000x007 脉络膜前动脉夹层
I67.000x009 颅内椎动脉夹层
I67.000x010 大脑后动脉夹层
I67.100x001 脑动脉瘤
I67.100x005 脑膜动静脉瘘
I67.100x007 海绵窦动静脉瘘
I67.100x008 垂体上动脉瘤
I67.100x010 颅内多发动脉瘤
I67.100x011 脉络膜前动脉瘤
I67.100x012 细菌性颅内动脉瘤
I67.100x013 前循环动脉瘤
I67.100x017 颅内巨大动脉瘤
I67.100x018 颅内镜像动脉瘤
I67.100x019 颈内动脉分叉段动脉瘤
I67.100x020 大脑前-前交通动脉瘤
I67.100x021 大脑前动脉近侧段(A1)动脉瘤
I67.100x023 大脑前动脉远侧段(A2-A5)动脉瘤
I67.100x026 椎动脉与基底动脉结合部动脉瘤
I67.100x029 小脑前下动脉动脉瘤
I67.100x030 小脑后下动脉动脉瘤
I67.100x032 后循环动脉瘤
I67.100x033 大脑后动脉动脉瘤
I67.100x035 小脑上动脉动脉瘤
I67.101 脑动静脉瘘,后天性
I67.103 后交通动脉瘤
I67.106 颈内动脉海绵窦瘘
I67.107 前交通动脉瘤
I67.108 大脑中动脉瘤
I67.109 脑假性动脉瘤
I67.110 颅内动脉瘤
I67.111 小脑动脉瘤
I67.200 大脑动脉粥样硬化
I67.200 大脑动脉粥样硬化
I67.200 大脑动脉粥样硬化
I67.200 大脑动脉粥样硬化
I67.200x002 皮层下动脉硬化性脑病
I67.201 动脉硬化性脑病
I67.202 颈内动脉粥样硬化
I67.301 宾斯旺格病
I67.400x001 高血压性脑病
I67.500 烟雾病
I67.600x003 乙状窦憩室
I67.600x007 颅内静脉非化脓性血栓形成
I67.600x008 非化脓性直窦血栓形成
I67.601 颅内静脉窦非脓性血栓形成
I67.602 横窦非脓性血栓形成
I67.603 海绵窦非脓性血栓形成
I67.604 上矢状窦非脓性血栓形成
I67.605 乙状窦非脓性血栓形成
I67.606 大脑静脉非脓性血栓形成
I67.700x001 脑动脉炎
I67.700x002 中枢神经系统原发性血管炎
I67.800x003 脑血管供血不足
I67.800x004 缺血性脑血管病
I67.800x005 伴有皮层下梗塞和白质脑病的常染色~~体显性脑动脉病
I67.801 复发性脑血管病
I67.802 急性脑血管病
I67.803 脑动脉供血不足
I67.804 脑坏死
I67.805 慢性缺血性脑血管病
I67.806 可逆性缺血性神经功能缺损
I67.900 脑血管病
I67.900x004+G46.3* 本尼迪克综合征
I67.900x005 脑毛细血管扩张症
I67.901+G46.3* 中脑红核综合征
I67.902+G46.3* 韦伯综合征[大脑脚综合征]
I69.000x001 蛛网膜下腔出血后遗症
I69.000x002 蛛网膜下腔出血恢复期
I69.000x003 陈旧性蛛网膜下腔出血
I69.100x001 脑出血后遗症
I69.100x002 脑出血恢复期
I69.100x003 陈旧性脑出血
I69.200x001 颅内出血后遗症
I69.300 脑梗死后遗症
I69.300x002 陈旧性脑梗死
I69.300x003 脑梗死恢复期
I69.800x003 缺血缺氧性脑病后遗症
I72.000x034 颈内动脉海绵窦段动脉瘤
I72.000x035 颈内动脉床突段动脉瘤
I72.000x036 颈内动脉眼动脉段动脉瘤
I72.000x038 颈内动脉背侧动脉瘤
I72.500x001 基底动脉瘤
I72.500x001 基底动脉瘤
I72.500x002 基底动脉顶端动脉瘤
I72.600x002 椎动脉动脉瘤
I72.600x002 椎动脉动脉瘤
I77.000x012 脊髓动静脉瘘
I77.000x013 硬脊膜下髓周动静脉瘘
I77.002 硬脊膜动静脉瘘
I77.302 脑血管纤维性肌发育不良
I86.800x010 椎管内静脉曲张
J09.x04+G05.1* 已确认的人畜共病或大流行性流~~感病毒性脑炎
J10.800x001+G94.8* 已知病毒的流感性脑病
J10.801+G94.8* 甲型 H1N1 型流行性感冒性脑病
J10.804+G05.1* 已确认的季节性流感病毒性脑炎
J10.805+G05.1* 流行性感冒性脑炎，其他流感病毒~~被标明
J11.800x001+G94.8* 未知病毒的流感性脑病
J11.803+G05.1* 未确认的季节性流感病毒性脑炎
M05.301+G63.6* 类风湿性关节炎伴多神经病
M30.005+F02.8* 结节性多动脉炎性痴呆
M32.106+G63.5* 狼疮性周围神经病
M32.107+G99.2* 狼疮性脊髓病变
M32.114+G94.8* 狼疮性脑病
M32.116+F02.8* 狼疮性痴呆
M33.102+G63.5* 皮肌炎性周围神经病
M35.000 干燥综合征[舍格伦]
M35.008+G94.8* 干燥综合征性中枢神经损害
M35.009+G63.5* 干燥综合征性周围神经病
M35.900x002+G63.5* 胶原病性神经炎
M51.001+G99.2* 胸椎间盘突出伴脊髓病
M51.002+G99.2* 胸椎腰椎椎间盘突出伴脊髓病
M51.003+G99.2* 腰椎间盘突出伴脊髓病
M51.004+G99.2* 腰骶椎间盘突出伴脊髓病
M53.000 颈颅综合征
M53.001 颈后交感神经综合征
M53.002 颅椎综合征
M53.100 颈臂综合征
M79.200x001 多部位神经炎
M79.204 神经束膜炎
M79.205 慢性类风湿性神经炎
M79.207 神经痛
M79.208 神经炎
M89.000 痛性神经营养不良
M89.000x093 祖德克萎缩
M89.001 肩手综合征
M89.003 交感反射性营养不良
N18.502+F02.8* 尿毒症性痴呆
N18.503+G63.8* 尿毒症性神经病变
N18.507+G99.8* 尿毒症性偏瘫
Q00.000 无脑儿
Q00.000x001 无脑畸形
Q00.100 颅脊柱裂
Q00.200x101 开放性枕骨裂脑露畸形
Q00.200x201 闭合性枕骨裂脑露畸形
Q01.000 额部脑膨出
Q01.100 鼻根部脑膨出
Q01.200 枕部脑膨出
Q01.800x101 顶骨脑膨出
Q01.800x201 眶部脑膨出
Q01.800x301 鼻部脑膨出
Q01.800x401 鼻咽脑膨出
Q01.801 先天性枕骨大孔疝
Q01.900 脑膨出
Q01.900x001 脑膜脑膨出
Q01.900x003 积水性脑膨出
Q01.901 先天性脑疝
Q02.x00 小头畸形
Q03.001 西尔维于斯导水管狭窄
Q03.002 西尔维于斯导水管梗阻
Q03.101 第四脑室外侧孔闭锁
Q03.102 第四脑室孔闭塞综合征
Q03.103 第四脑室正中孔闭锁
Q03.800 先天性脑积水，其他的
Q03.900 先天性脑积水
Q04.000 胼胝体先天性畸形
Q04.000x011 胼胝体发育不全
Q04.100 无嗅脑畸形
Q04.200 前脑无裂畸形
Q04.300x011 先天性大脑萎缩
Q04.300x021 先天性下丘脑萎缩
Q04.300x031 先天性小脑萎缩
Q04.300x502 先天性双侧外侧裂综合征
Q04.301 大脑皮层发育不全
Q04.302 巨脑回
Q04.303 脑发育不全
Q04.304 脑回小
Q04.305 无脑回
Q04.306 朱伯特综合征
Q04.307 先天性脑萎缩
Q04.400 视(神经)中隔发育不良
Q04.500 巨脑
Q04.600 先天性大脑囊肿
Q04.600x202 先天性硬膜下囊肿
Q04.601 脑穿通畸形
Q04.602 脑裂畸形
Q04.603 先天性第三脑室囊肿
Q04.604 先天性蛛网膜囊肿
Q04.800x002 先天性低脊髓畸形
Q04.800x003 先天性胡桃脑
Q04.800x005 先天性第五六脑室
Q04.801 先天性巨大硬脊膜囊
Q04.802 先天性脑灰质异位症
Q04.803 先天性脑透明隔异常
Q04.900 脑先天性畸形
Q04.902 先天性脑发育异常
Q05.000 颈段脊柱裂伴有脑积水
Q05.000x002 颈段脊髓脊膜膨出伴脑积水
Q05.100 胸段脊柱裂伴有脑积水
Q05.100x002 胸段脊髓脊膜膨出伴脑积水
Q05.200 腰段脊柱裂伴有脑积水
Q05.200x002 腰段脊髓脊膜膨出伴脑积水
Q05.300 骶段脊柱裂伴有脑积水
Q05.300x002 骶段脊髓脊膜膨出伴脑积水
Q05.400 脊柱裂伴有脑积水
Q05.400x001 脊髓脊膜膨出伴脑积水
Q05.500 颈段脊柱裂不伴有脑积水
Q05.500x002 颈段脊髓脊膜膨出
Q05.600 胸段脊柱裂不伴有脑积水
Q05.600x002 胸段脊髓脊膜膨出
Q05.700 腰段脊柱裂不伴有脑积水
Q05.700x002 腰骶段脊柱裂
Q05.700x003 腰段脊髓脊膜膨出
Q05.700x004 腰骶段脊髓脊膜膨出
Q05.700x005 人类尾巴
Q05.800 骶段脊柱裂不伴有脑积水
Q05.801 骶椎椎板裂
Q05.900 脊柱裂
Q05.900x002 脊柱裂伴脊膜膨出
Q05.900x006 特发性脊髓疝
Q05.900x007 脊膜膨出
Q05.901 脑脊膜膨出
Q05.902 脊膜脊髓膨出
Q06.000 无脊髓畸形
Q06.100 脊髓发育不全和发育异常
Q06.101 脊髓发育异常
Q06.200 脊髓纵裂
Q06.300 先天性马尾畸形，其他的
Q06.400 脊髓积水
Q06.400x002 先天性椎管积水
Q06.800x002 双脊髓畸形
Q06.800x003 先天性脊髓低位
Q06.800x005 椎管内肠源性囊肿
Q06.801 先天性脊髓栓系综合征
Q06.900 脊髓先天性畸形
Q06.901 腰骶神经根囊肿
Q07.000 阿-基综合征
Q07.800 神经系统其他特指的先天性畸形
Q07.800x202 先天性视神经萎缩
Q07.800x901 先天性臂丛神经移位
Q07.800x902 先天性面瘫
Q07.800x903 先天性脑神经异常支配性疾病
Q07.800x904 神经胶质异位
Q07.801 下颌瞬目综合征[MarcusGunn 综合征]
Q07.900 神经系统先天性畸形
Q14.200x005 有髓鞘视神经纤维
Q25.800x003 先天性颈总动脉狭窄
Q27.300x006 先天性脊髓动静脉瘘
Q27.300x008 硬膜外动静脉畸形
Q27.800x025 颅骨血管畸形
Q27.800x032 颈静脉球异位症
Q27.801 先天性脊髓血管畸形
Q27.819 先天性头颈部血管畸形
Q28.000 入脑前血管动静脉畸形
Q28.001 先天性入脑前动静脉瘤
Q28.100 入脑前血管的其他畸形
Q28.103 先天性椎动脉畸形
Q28.104 先天性颈内动脉动脉瘤
Q28.105 先天性基底动脉畸形
Q28.106 先天性入脑前动脉瘤
Q28.200 大脑血管动静脉畸形
Q28.200x006 颅内巨大动静脉畸形
Q28.201 先天性大脑动静脉瘤
Q28.202 先天性硬脑膜动静脉瘘
Q28.203 先天性脑动静脉瘘
Q28.300x001 脑血管畸形
Q28.300x005 基底动脉畸形
Q28.300x007 脑静脉畸形
Q28.301 先天性大脑动静脉畸形
Q28.302 先天性大脑动脉瘤
Q28.303 先天性大脑后动脉缺失
Q28.304 先天性大脑中动脉动脉瘤
Q28.305 先天性小脑动静脉畸形
Q28.800x003 髓内动静脉畸形
Q28.800x004 髓内血管畸形
Q28.800x005 椎体海绵状血管畸形
Q28.800x006 颅骨膜窦
Q75.000 颅缝早闭
Q75.001 先天性尖头
Q75.800x902 先天性颅骨缺损
Q76.000 隐性脊柱裂
Q85.000 神经纤维瘤病(非恶性)
Q85.100 结节性硬化症
Q85.805 斯特奇-卡利舍-韦伯综合征
Q85.806 脑膜血管瘤病
Q85.900x041 颅内错构瘤
Q85.900x042 下丘脑错构瘤病
Q85.900x043 硬脊膜下错构瘤
Q85.900x052 椎管内错构瘤
Q85.910 脑错构瘤
Q87.800x301 脑肝肾综合征[Bowen-Lee-Zellweger~~综合征]
R20.000 皮肤感觉缺失
R20.100 皮肤感觉减退
R20.200x002 皮肤针刺感
R20.200x003 皮肤麻刺感
R20.200x006 皮痛
R20.201 蚁走感
R20.202 偏身感觉异常
R20.300 感觉过敏
R20.801 皮肤感觉障碍
R20.802 口周麻木
R20.803 肢体麻木
R25.000 异常的头部运动
R25.001 发作性点头症
R25.100 震颤
R25.100x001 下肢震颤
R25.100x002 上肢震颤
R25.100x003 头部震颤
R25.200x001 痛性痉挛
R25.200x001 痛性痉挛
R25.300 肌束震颤
R25.300x002 颤搐
R25.800x001 不自主运动
R25.801 反射性发作
R25.802 手足徐动症
R25.803 异常不随意运动
R26.000 共济失调步态
R26.000x001 蹒跚性步态
R26.200x001 行走困难
R26.300 固态[不动]
R26.301 卧床不起
R26.800x001 异常步态
R26.802 走路不稳
R27.000 共济失调
R27.800x001 协调障碍
R27.800x002 中枢性协调障碍
R27.801 协调缺乏
R29.100 假性脑膜炎
R29.200 异常反射
R29.300 异常姿势
R29.600 跌倒倾向，不可归类在他处者
R29.800 累及神经和肌肉骨骼系统其他和未特指的~~症状和体征
R29.800x502 半侧运动不能
R29.800x503 半侧注意不能
R29.800x504 半侧空间忽略
R29.800x505 左侧忽略
R29.800x507 感觉忽略
R29.800x508 视空间忽略
R29.802 短暂性肢体麻痹
R29.803 短暂性单瘫
R40.000 嗜眠
R40.100 木僵
R40.100x002 中昏迷
R40.100x003 浅昏迷
R40.100x005 亚木僵
R40.200 昏迷
R40.200x002 一过性意识丧失
R40.200x004 深昏迷
R40.200x005 意识模糊
R40.201 意识丧失
R42.x00x001 眩晕
R42.x00x002 周期性眩晕
R42.x00x004 头晕
R43.000 嗅觉丧失
R43.100 嗅觉倒错
R43.200 味觉倒错
R43.800x001 嗅觉障碍
R43.800x003 味觉障碍
R43.800x004 味觉丧失
R51.x00 头痛
R51.x00x002 低颅压性头痛
R51.x00x003 面部疼痛
R56.000 发热性惊厥
R56.800x001 抽搐状态
R56.800x003 不明原因抽搐
R56.800x005 良性惊厥
R56.801 癫痫样发作
R56.802 婴儿惊厥
R56.803 惊厥
R83.000 脑脊液酶水平异常
R83.100 脑脊液激素水平异常
R83.200 脑脊液其他药物、药剂和生物制剂水平异~~常
R83.300 脑脊液主要为非药用性物质的水平异常
R83.400 脑脊液异常的免疫学所见
R83.500 脑脊液异常的微生物学所见
R83.600 脑脊液异常的细胞学所见
R83.700 脑脊液异常的组织学所见
R83.800 脑脊液其他异常所见
R83.900 脑脊液异常所见
R83.900 脑脊液异常所见
R90.000 颅内占位性病变
R90.000x003 脑干占位性病变
R90.800x003 脑沟增宽
R90.801 脑超声波图异常
R90.803 脑缺血灶
R90.804 脑软化灶
R90.805 垂体柄增粗
R90.806 脊髓占位性病变
R90.807 白质病变
R93.000x001 颅骨诊断性检查异常
R93.000x002 头部诊断性检查异常
R94.000 中枢神经系统功能检查的异常结果
R94.001 脑电图异常
R94.102 特殊感觉功能检查异常
R94.103 神经刺激反应异常
R94.104 肌电图异常
S01.800x011 开放性脑损伤伴颅骨骨折
S01.800x021 开放性脑损伤伴颈椎脱位
S01.800x031 开放性脑损伤
S01.800x031 开放性脑损伤
S01.800x083 头骨开放性损伤
S01.800x085 面部异物
S01.800x086 前额开放性损伤
S01.800x087 下颚开放性损伤
S01.801 开放性颅内异物
S02.000 颅骨穹隆骨折
S02.000x003 颞骨鳞部骨折
S02.000x004 额骨和颞骨鳞部骨折
S02.000x005 额骨和顶骨骨折
S02.001 额骨骨折
S02.002 顶骨骨折
S02.011 开放性额骨骨折
S02.012 开放性顶骨骨折
S02.100x002 前颅凹骨折
S02.100x003 中颅凹骨折
S02.100x004 后颅凹骨折
S02.100x006 眶顶骨折
S02.100x008 额窦骨折
S02.100x009 蝶骨骨折
S02.101 枕骨骨折
S02.102 颞骨骨折
S02.103 筛窦骨折
S02.111 开放性颅底骨骨折
